"","doc_id","sentence","token","upos","Entity","friends_count","country","NewsChannel"
"13957","doc2353","serious confident purposeful persistent smart responsible honest modest kind flexible elegant communicative sensitive gentle cheerful romantic","cheerful","ADJ","Personality",780,NA,"FOX"
"13958","doc2353","serious confident purposeful persistent smart responsible honest modest kind flexible elegant communicative sensitive gentle cheerful romantic","romantic","NOUN","Personality",780,NA,"FOX"
"13962","doc2354","kolawole abass olalekan student obafemi awolowo university","student","NOUN","Profession",959,NA,"FOX"
"13965","doc2354","kolawole abass olalekan student obafemi awolowo university","university","NOUN","Profession",959,NA,"FOX"
"13970","doc2356","professional responsive web designer","professional","ADJ","Profession",582,NA,"FOX"
"13972","doc2356","professional responsive web designer","web","NOUN","Profession",582,NA,"FOX"
"13973","doc2356","professional responsive web designer","designer","NOUN","Profession",582,NA,"FOX"
"13991","doc2358","sophisticated man tremendous character care people care dont like rubbisytalking loke funny things","funny","ADJ","Personality",471,NA,"FOX"
"14009","doc236","official twitter animal crossfit","twitter","NOUN","Organization",296,NA,"FOX"
"14014","doc2362","honest caring person hope believe honesty best policy like experience new things","honest","ADJ","Personality",705,NA,"FOX"
"14023","doc2362","honest caring person hope believe honesty best policy like experience new things","experience","NOUN","Profession",705,NA,"FOX"
"14029","doc2364","belhaven baseball <U+393C><U+3E31>","baseball","NOUN","Hobbies",279,NA,"FOX"
"14039","doc2366","engineer","engineer","NOUN","Profession",265,NA,"FOX"
"14051","doc2369","<U+393C><U+3E32>s niners warriors autos s baseball insert card collector john mayer music lover said office us aficionado","baseball","NOUN","Hobbies",1348,NA,"FOX"
"14057","doc2369","<U+393C><U+3E32>s niners warriors autos s baseball insert card collector john mayer music lover said office us aficionado","music","NOUN","Hobbies",1348,NA,"FOX"
"14060","doc2369","<U+393C><U+3E32>s niners warriors autos s baseball insert card collector john mayer music lover said office us aficionado","office","NOUN","Profession",1348,NA,"FOX"
"14067","doc237","agronomist mycogen seeds farmer director nebraska soybean board","director","NOUN","Profession",391,NA,"FOX"
"14079","doc2370","trump supporter httpstcodmqizbf love god usa mopar happily married prolife support israel ice bluelivesmatter supportveterans ufabdates thumbsuptrain","married","ADJ","Personality",2240,NA,"FOX"
"14081","doc2370","trump supporter httpstcodmqizbf love god usa mopar happily married prolife support israel ice bluelivesmatter supportveterans ufabdates thumbsuptrain","support","NOUN","Profession",2240,NA,"FOX"
"14094","doc2371","factcheckni region<U+393C><U+3E32>s first dedicated factchecking service","service","NOUN","Profession",2590,NA,"FOX"
"14140","doc2375","freedom speech said every single dictator far following retweeting doesnt necessarily mean endorsing sheher theythem trans","mean","VERB","Personality",315,NA,"FOX"
"14146","doc2377","former political activist","political","ADJ","Profession",504,NA,"FOX"
"14147","doc2377","former political activist","activist","NOUN","Profession",504,NA,"FOX"
"14148","doc2378","christian us navy veteran proud american south carolinian clemson tiger stand flag kneel cross blue lives matter maga","christian","VERB","Religion",421,NA,"FOX"
"14152","doc2378","christian us navy veteran proud american south carolinian clemson tiger stand flag kneel cross blue lives matter maga","proud","ADJ","Personality",421,NA,"FOX"
"14173","doc238","league legends video makerer also make videos kbvtv panunulol <U+393C><U+3E35>","video","NOUN","Profession",254,NA,"FOX"
"14185","doc2380","love jesus <U+393C><U+3E32>s matters ufd","jesus","ADJ","Religion",259,NA,"FOX"
"14193","doc2381","avn hall fame feature dance snapchat kaylanilei ig kaylanilive","dance","NOUN","Profession",538,NA,"FOX"
"14202","doc2383","student","student","NOUN","Profession",781,NA,"FOX"
"14219","doc2385","father husband son historian educator aspiring writer loves coast great food enlightened conversation","writer","NOUN","Profession",392,NA,"FOX"
"14223","doc2385","father husband son historian educator aspiring writer loves coast great food enlightened conversation","food","NOUN","Profession",392,NA,"FOX"
"14236","doc2386","dont wear suit people listen us love ma self journalist passion profesion","journalist","NOUN","Profession",1165,NA,"FOX"
"14240","doc2387","chartered accountant","accountant","NOUN","Profession",1004,NA,"FOX"
"14243","doc2389","meteorologist im preparing storm","meteorologist","INTJ","Profession",473,NA,"FOX"
"14261","doc239","die hard new york giants fan bleed blue lets go giants section j crew allin nyg","crew","NOUN","Profession",712,NA,"FOX"
"14264","doc2390","electrical engineer","electrical","ADJ","Profession",513,NA,"FOX"
"14265","doc2390","electrical engineer","engineer","NOUN","Profession",513,NA,"FOX"
"14279","doc2393","jibon royi owner review market businessi experience search engine optimization seo social media marketingsmm","market","NOUN","Profession",1310,NA,"FOX"
"14281","doc2393","jibon royi owner review market businessi experience search engine optimization seo social media marketingsmm","experience","NOUN","Profession",1310,NA,"FOX"
"14286","doc2393","jibon royi owner review market businessi experience search engine optimization seo social media marketingsmm","social","ADJ","Profession",1310,NA,"FOX"
"14287","doc2393","jibon royi owner review market businessi experience search engine optimization seo social media marketingsmm","media","NOUN","Profession",1310,NA,"FOX"
"14294","doc2396","cynical sarcastic sense humor time devils advocate always good debate avid tv watcher consumer pollyanna smartass tsundoku","humor","NOUN","Personality",1140,NA,"FOX"
"14297","doc2396","cynical sarcastic sense humor time devils advocate always good debate avid tv watcher consumer pollyanna smartass tsundoku","advocate","VERB","Profession",1140,NA,"FOX"
"14299","doc2396","cynical sarcastic sense humor time devils advocate always good debate avid tv watcher consumer pollyanna smartass tsundoku","good","ADJ","Personality",1140,NA,"FOX"
"14304","doc2396","cynical sarcastic sense humor time devils advocate always good debate avid tv watcher consumer pollyanna smartass tsundoku","consumer","NOUN","Profession",1140,NA,"FOX"
"14310","doc2397","webdeveloper screenwriter foodie","foodie","NOUN","Personality",297,NA,"FOX"
"14334","doc24","gofounders onpassive review imonpassive review long term trusted company based florida httpstcofkwwuscso onpassive gofounders imonpassive mlm","company","NOUN","Profession",4265,NA,"FOX"
"14344","doc2400","reporter producer newssc golden retriever mother views earnoldsevencomau uff","reporter","NOUN","Profession",1377,NA,"FOX"
"14345","doc2400","reporter producer newssc golden retriever mother views earnoldsevencomau uff","producer","NOUN","Profession",1377,NA,"FOX"
"14364","doc2402","professional real estate agent serving long beach california area surrounding towns","professional","ADJ","Profession",283,NA,"FOX"
"14367","doc2402","professional real estate agent serving long beach california area surrounding towns","agent","NOUN","Profession",283,NA,"FOX"
"14370","doc2402","professional real estate agent serving long beach california area surrounding towns","beach","NOUN","Hobbies",283,NA,"FOX"
"14377","doc2403","health care reporter propublica adjunct columbiajourn uuefueba carolinechenpropublicaorg","reporter","NOUN","Profession",1826,NA,"FOX"
"14383","doc2404","proud uufefufuscgufuufef mom hr uf animal uufef<U+393C><U+3E31>","proud","ADJ","Personality",374,NA,"FOX"
"14398","doc2405","student journalist cwu production traffic assistant kxlefm digital journalism major computer science minor thoughts andor opinions","student","NOUN","Profession",2457,NA,"FOX"
"14399","doc2405","student journalist cwu production traffic assistant kxlefm digital journalism major computer science minor thoughts andor opinions","journalist","NOUN","Profession",2457,NA,"FOX"
"14402","doc2405","student journalist cwu production traffic assistant kxlefm digital journalism major computer science minor thoughts andor opinions","traffic","NOUN","Profession",2457,NA,"FOX"
"14403","doc2405","student journalist cwu production traffic assistant kxlefm digital journalism major computer science minor thoughts andor opinions","assistant","NOUN","Profession",2457,NA,"FOX"
"14408","doc2405","student journalist cwu production traffic assistant kxlefm digital journalism major computer science minor thoughts andor opinions","computer","NOUN","Profession",2457,NA,"FOX"
"14423","doc2407","trade logistics analyst former flight attendant avgeek","logistics","NOUN","Profession",497,NA,"FOX"
"14424","doc2407","trade logistics analyst former flight attendant avgeek","analyst","NOUN","Profession",497,NA,"FOX"
"14439","doc2409","costs nothing kind tstv executive news director legend icon star kvrnews goodmorningtx towertalkststv retweets u endorsements","kind","ADJ","Personality",687,NA,"FOX"
"14441","doc2409","costs nothing kind tstv executive news director legend icon star kvrnews goodmorningtx towertalkststv retweets u endorsements","executive","ADJ","Profession",687,NA,"FOX"
"14443","doc2409","costs nothing kind tstv executive news director legend icon star kvrnews goodmorningtx towertalkststv retweets u endorsements","director","NOUN","Profession",687,NA,"FOX"
"14463","doc2410","born soldier ashamed gospel christ power god kpaul","christ","NOUN","Religion",329,NA,"FOX"
"14471","doc2411","recovering republican small green business owner inventor manufacturer techie husband dad three bright strong compassionate daughters","business","NOUN","Profession",333,NA,"FOX"
"14481","doc2411","recovering republican small green business owner inventor manufacturer techie husband dad three bright strong compassionate daughters","compassionate","ADJ","Personality",333,NA,"FOX"
"14485","doc2412","ubeufef cnu baseball ubeufef uaufef game glory hdmh bravesnation httr","baseball","NOUN","Hobbies",483,NA,"FOX"
"14488","doc2412","ubeufef cnu baseball ubeufef uaufef game glory hdmh bravesnation httr","game","NOUN","Profession",483,NA,"FOX"
"14494","doc2413","edgy political mother based idaho afraid share opinion <U+393C><U+3E32>","political","ADJ","Profession",384,NA,"FOX"
"14527","doc2417","twitter locked account izaiah veda josephineindigo ren uufefufudufudufuffuff","twitter","ADV","Organization",423,NA,"FOX"
"14529","doc2417","twitter locked account izaiah veda josephineindigo ren uufefufudufudufuffuff","account","NOUN","Profession",423,NA,"FOX"
"14541","doc2419","conservative business type","business","NOUN","Profession",361,NA,"FOX"
"14564","doc2421","dont believe political correctness believe people say say","political","ADJ","Profession",484,NA,"FOX"
"14575","doc2423","proud ghanaian north self employee educated level well single kids uf","proud","ADJ","Personality",1173,NA,"FOX"
"14587","doc2424","almost architect sometimes tech","architect","VERB","Profession",432,NA,"FOX"
"14598","doc2426","devoted follower christ passionate husband committed father two servant god country","christ","NOUN","Religion",401,NA,"FOX"
"14599","doc2426","devoted follower christ passionate husband committed father two servant god country","passionate","NOUN","Personality",401,NA,"FOX"
"14617","doc2428","antisocial pessimist u new account","account","NOUN","Profession",319,NA,"FOX"
"14621","doc2429","girl coder hacker designer amateur linguist succubus opinions","designer","NOUN","Profession",868,NA,"FOX"
"14644","doc2430","wa state conservative uufef puget sound ufeseattleufeking co uufef usa maga buildthewall kag nra patriot uufefmilitary leo ufuffauff trump","patriot","NOUN","Personality",5782,NA,"FOX"
"14653","doc2431","lefty currently wrapping opening video essay follows endorsements","video","NOUN","Profession",281,NA,"FOX"
"14658","doc2432","whether market buy sell home linda miller realtor<U+613C><U+3E65>","market","NOUN","Profession",593,NA,"FOX"
"14671","doc2433","manager inside sales detroitpistons ohiou alumni mason mi native wintheday tweets","manager","NOUN","Profession",315,NA,"FOX"
"14673","doc2433","manager inside sales detroitpistons ohiou alumni mason mi native wintheday tweets","sales","NOUN","Profession",315,NA,"FOX"
"14719","doc2439","name wanda marks retired accounting enjoying life husband jeff reformed republican resisttrumpuffauffuffauffuffauffuffauffuffauff","accounting","NOUN","Profession",1551,NA,"FOX"
"14735","doc2440","artistub entrepreneur engineer lrxx aka kangol fficial twitterpage dd now soundcloud solo raxx soloraxx mixtape coming soon","entrepreneur","NOUN","Profession",17882,NA,"FOX"
"14736","doc2440","artistub entrepreneur engineer lrxx aka kangol fficial twitterpage dd now soundcloud solo raxx soloraxx mixtape coming soon","engineer","NOUN","Profession",17882,NA,"FOX"
"14756","doc2442","central michigan university <U+393C><U+3E31> <U+393C><U+3E35> public relations <U+393C><U+3E35>","university","NOUN","Profession",269,NA,"FOX"
"14778","doc2443","selfdefense protection products pepper sprays stun guns pocket knives taser wireless alarms home business protection tomorrow","business","NOUN","Profession",475,NA,"FOX"
"14783","doc2444","mom grandma proud american love god family country drain swamp maga proud supporter president trump","proud","ADJ","Personality",3426,NA,"FOX"
"14792","doc2444","mom grandma proud american love god family country drain swamp maga proud supporter president trump","proud","ADJ","Personality",3426,NA,"FOX"
"14800","doc2446","lord good time","good","ADJ","Personality",894,NA,"FOX"
"14803","doc2447","retired army officer","army","NOUN","Profession",984,NA,"FOX"
"14804","doc2447","retired army officer","officer","NOUN","Profession",984,NA,"FOX"
"14809","doc245","retired police officer father patriot headbanger backtheblue bluelivesmatter whitesox","police","NOUN","Profession",2022,NA,"FOX"
"14810","doc245","retired police officer father patriot headbanger backtheblue bluelivesmatter whitesox","officer","NOUN","Profession",2022,NA,"FOX"
"14812","doc245","retired police officer father patriot headbanger backtheblue bluelivesmatter whitesox","patriot","NOUN","Personality",2022,NA,"FOX"
"14832","doc2450","huskers jayhawks tar heels vikings dodgers royals angels man city bar<U+653C><U+3E37>a usmnt sporting kc golf majors","golf","NOUN","Hobbies",437,NA,"FOX"
"14838","doc2451","indoor outdoor signs <U+393C><U+3E35>","outdoor","ADJ","Profession",1761,"Etats-Unis","FOX"
"14852","doc2451","environmental branding since","environmental","ADJ","Profession",1761,"Etats-Unis","FOX"
"14862","doc2452","suleiman dj memory come adamawa state hong local government best dj hol hong legend dj mah business","local","ADJ","Profession",372,NA,"FOX"
"14863","doc2452","suleiman dj memory come adamawa state hong local government best dj hol hong legend dj mah business","government","NOUN","Profession",372,NA,"FOX"
"14871","doc2452","suleiman dj memory come adamawa state hong local government best dj hol hong legend dj mah business","business","NOUN","Profession",372,NA,"FOX"
"14878","doc2453","hey guys just like try something funny stay retweeting","funny","ADJ","Personality",1456,NA,"FOX"
"14883","doc2454","owner bigz apple boutiquenyc","apple","NOUN","Organization",1874,NA,"FOX"
"14912","doc246","learning light uffu advocating sikcell ufaauffeworking faith grace uffufecuffauff","learning","VERB","Profession",366,NA,"FOX"
"14932","doc2461","ability ideal drives modern state uffauff","modern","ADJ","Hobbies",707,NA,"FOX"
"14953","doc2463","slave feast queen cocktail purveyor fine advertising film funny","advertising","NOUN","Profession",2849,NA,"FOX"
"14954","doc2463","slave feast queen cocktail purveyor fine advertising film funny","film","NOUN","Profession",2849,NA,"FOX"
"14955","doc2463","slave feast queen cocktail purveyor fine advertising film funny","funny","NOUN","Personality",2849,NA,"FOX"
"14957","doc2464","official twitter account billy seay","twitter","NOUN","Organization",2216,NA,"FOX"
"14958","doc2464","official twitter account billy seay","account","NOUN","Profession",2216,NA,"FOX"
"14967","doc2465","retired us navy family three served support president served maga god family country","support","NOUN","Profession",868,NA,"FOX"
"14976","doc2467","twitter account tweets dedicated beautiful amazing pamela anderson parody account","twitter","NOUN","Organization",17897,NA,"FOX"
"14977","doc2467","twitter account tweets dedicated beautiful amazing pamela anderson parody account","account","NOUN","Profession",17897,NA,"FOX"
"14985","doc2467","twitter account tweets dedicated beautiful amazing pamela anderson parody account","account","NOUN","Profession",17897,NA,"FOX"
"14997","doc2469","student simad university","student","NOUN","Profession",293,NA,"FOX"
"14999","doc2469","student simad university","university","NOUN","Profession",293,NA,"FOX"
"15010","doc2470","entertainment sports news current events pop culture fashion arts politics music theravereviewzgmailcom","sports","NOUN","Hobbies",1235,NA,"FOX"
"15017","doc2470","entertainment sports news current events pop culture fashion arts politics music theravereviewzgmailcom","arts","VERB","Hobbies",1235,NA,"FOX"
"15018","doc2470","entertainment sports news current events pop culture fashion arts politics music theravereviewzgmailcom","politics","NOUN","Hobbies",1235,NA,"FOX"
"15019","doc2470","entertainment sports news current events pop culture fashion arts politics music theravereviewzgmailcom","music","NOUN","Hobbies",1235,NA,"FOX"
"15024","doc2471","used love old twitter account everyone work found new account","twitter","NOUN","Organization",264,NA,"FOX"
"15025","doc2471","used love old twitter account everyone work found new account","account","NOUN","Profession",264,NA,"FOX"
"15030","doc2471","used love old twitter account everyone work found new account","account","NOUN","Profession",264,NA,"FOX"
"15040","doc2473","realist media personality advocate youths good governance artist manager publisherceo garden city founder o<U+393C><U+3E32>town entertainment ph breed","media","NOUN","Profession",273,NA,"FOX"
"15042","doc2473","realist media personality advocate youths good governance artist manager publisherceo garden city founder o<U+393C><U+3E32>town entertainment ph breed","advocate","NOUN","Profession",273,NA,"FOX"
"15044","doc2473","realist media personality advocate youths good governance artist manager publisherceo garden city founder o<U+393C><U+3E32>town entertainment ph breed","good","ADJ","Personality",273,NA,"FOX"
"15046","doc2473","realist media personality advocate youths good governance artist manager publisherceo garden city founder o<U+393C><U+3E32>town entertainment ph breed","artist","NOUN","Profession",273,NA,"FOX"
"15047","doc2473","realist media personality advocate youths good governance artist manager publisherceo garden city founder o<U+393C><U+3E32>town entertainment ph breed","manager","NOUN","Profession",273,NA,"FOX"
"15084","doc2476","k music teacher pevely elem disney fanatic","music","NOUN","Hobbies",827,NA,"FOX"
"15085","doc2476","k music teacher pevely elem disney fanatic","teacher","NOUN","Profession",827,NA,"FOX"
"15098","doc2479","christian wellwisher hindus","christian","ADJ","Religion",345,NA,"FOX"
"15103","doc248","mom accidental activist hiphop fan exbanker","activist","NOUN","Profession",513,NA,"FOX"
"15131","doc2483","californias elite private protective services provider ca ppo veteran owned veteran operated uffauffufauffauffufauffauffufauffauffufauffauffufauffauffufauf","ca","NOUN","Organization",1120,NA,"FOX"
"15147","doc2484","wall hate outside love inside uffaufftrump fighting winning us executive order uffauff","executive","ADJ","Profession",864,NA,"FOX"
"15150","doc2485","magic gathering vegan books meditation weird stuffs occult stuffs horror stuffs","magic","NOUN","Hobbies",367,NA,"FOX"
"15154","doc2485","magic gathering vegan books meditation weird stuffs occult stuffs horror stuffs","meditation","NOUN","Hobbies",367,NA,"FOX"
"15161","doc2486","project mananger money counter musician pure african kasi tourgirder wrestling fanalso audi boy email address kwartosijgmail","project","NOUN","Profession",427,NA,"FOX"
"15165","doc2486","project mananger money counter musician pure african kasi tourgirder wrestling fanalso audi boy email address kwartosijgmail","musician","ADJ","Profession",427,NA,"FOX"
"15170","doc2486","project mananger money counter musician pure african kasi tourgirder wrestling fanalso audi boy email address kwartosijgmail","wrestling","VERB","Hobbies",427,NA,"FOX"
"15184","doc2487","thoughts stars fathom constellation tunisian atheist astrophile poet lgbtq activist classic rock","poet","NOUN","Profession",300,NA,"FOX"
"15186","doc2487","thoughts stars fathom constellation tunisian atheist astrophile poet lgbtq activist classic rock","activist","NOUN","Profession",300,NA,"FOX"
"15205","doc2489","offbeat tech new designed website focusing uncommon part technology electronic devices","technology","NOUN","Profession",346,NA,"FOX"
"15222","doc249","widow loves two kids looking responsible man can bring back heart ufe uffauff country music ufb brantley gilbert fans","music","NOUN","Hobbies",1656,NA,"FOX"
"15259","doc2494","technology analyst goldman sachs","technology","NOUN","Profession",356,NA,"FOX"
"15260","doc2494","technology analyst goldman sachs","analyst","NOUN","Profession",356,NA,"FOX"
"15284","doc2496","servant follower jesus christ vicozyconsults premier league chelseafc hebrew httpstcorfnksmxdy","jesus","ADJ","Religion",537,NA,"FOX"
"15285","doc2496","servant follower jesus christ vicozyconsults premier league chelseafc hebrew httpstcorfnksmxdy","christ","NOUN","Religion",537,NA,"FOX"
"15300","doc2499","muslim pashtoon pakistani social activist humanist feminist nationalist follower bacha khan baba geologist ptm","social","ADJ","Profession",392,NA,"FOX"
"15301","doc2499","muslim pashtoon pakistani social activist humanist feminist nationalist follower bacha khan baba geologist ptm","activist","NOUN","Profession",392,NA,"FOX"
"15309","doc2499","muslim pashtoon pakistani social activist humanist feminist nationalist follower bacha khan baba geologist ptm","geologist","NOUN","Profession",392,NA,"FOX"
"15311","doc25","nike national account manager","nike","ADP","Organization",974,"Etats-Unis","FOX"
"15313","doc25","nike national account manager","account","NOUN","Profession",974,"Etats-Unis","FOX"
"15314","doc25","nike national account manager","manager","NOUN","Profession",974,"Etats-Unis","FOX"
"15317","doc250","im honest man love animals love traveling camping fishing panting long walks reading id enjoy cooking lol","honest","ADJ","Personality",306,NA,"FOX"
"15322","doc250","im honest man love animals love traveling camping fishing panting long walks reading id enjoy cooking lol","traveling","VERB","Hobbies",306,NA,"FOX"
"15323","doc250","im honest man love animals love traveling camping fishing panting long walks reading id enjoy cooking lol","camping","VERB","Hobbies",306,NA,"FOX"
"15324","doc250","im honest man love animals love traveling camping fishing panting long walks reading id enjoy cooking lol","fishing","VERB","Hobbies",306,NA,"FOX"
"15328","doc250","im honest man love animals love traveling camping fishing panting long walks reading id enjoy cooking lol","reading","VERB","Hobbies",306,NA,"FOX"
"15331","doc250","im honest man love animals love traveling camping fishing panting long walks reading id enjoy cooking lol","cooking","NOUN","Hobbies",306,NA,"FOX"
"15333","doc2500","cricket ufcf lover account blocked official","cricket","NOUN","Hobbies",691,NA,"FOX"
"15336","doc2500","cricket ufcf lover account blocked official","account","NOUN","Profession",691,NA,"FOX"
"15341","doc2502","official twitter account bookingbusiness contact jayleeupnextgmailcom","twitter","NOUN","Organization",15140,NA,"FOX"
"15342","doc2502","official twitter account bookingbusiness contact jayleeupnextgmailcom","account","NOUN","Profession",15140,NA,"FOX"
"15356","doc2504","connecting philippine government policymakers global media promoting priority policy messages engagements foreign audiences","government","NOUN","Profession",321,NA,"FOX"
"15359","doc2504","connecting philippine government policymakers global media promoting priority policy messages engagements foreign audiences","media","NOUN","Profession",321,NA,"FOX"
"15372","doc2505","single years old working going school","school","NOUN","Profession",837,NA,"FOX"
"15390","doc2507","streaming daily yt coowner officialxclan yt subs link proverbs udufef business inquiries contactdcytgmailcom","business","NOUN","Profession",651,NA,"FOX"
"15429","doc2510","feel free dm meuf fuck either win game losing cent model","game","NOUN","Profession",3365,NA,"FOX"
"15444","doc2512","simple honest","honest","ADJ","Personality",718,NA,"FOX"
"15450","doc2513","maga gop conservative voter kids married violin","married","ADJ","Personality",1900,NA,"FOX"
"15451","doc2513","maga gop conservative voter kids married violin","violin","NOUN","Hobbies",1900,NA,"FOX"
"15459","doc2514","indpnt minded msian better msia msians career field spanned ovr oil n gas bankng consultancy n glc luv fitness nature outdoors","field","NOUN","Profession",274,NA,"FOX"
"15470","doc2514","indpnt minded msian better msia msians career field spanned ovr oil n gas bankng consultancy n glc luv fitness nature outdoors","fitness","NOUN","Profession",274,NA,"FOX"
"15471","doc2514","indpnt minded msian better msia msians career field spanned ovr oil n gas bankng consultancy n glc luv fitness nature outdoors","nature","NOUN","Profession",274,NA,"FOX"
"15497","doc2517","according one twitter user support usw common sense nachos cake","twitter","NOUN","Organization",562,NA,"FOX"
"15499","doc2517","according one twitter user support usw common sense nachos cake","support","NOUN","Profession",562,NA,"FOX"
"15523","doc2519","irrigation farmer near tilley ab grow alfalfa seed canola wheat married kids hockey fan golf nut","married","ADJ","Personality",462,NA,"FOX"
"15525","doc2519","irrigation farmer near tilley ab grow alfalfa seed canola wheat married kids hockey fan golf nut","hockey","NOUN","Hobbies",462,NA,"FOX"
"15527","doc2519","irrigation farmer near tilley ab grow alfalfa seed canola wheat married kids hockey fan golf nut","golf","NOUN","Hobbies",462,NA,"FOX"
"15529","doc252","director secondary education","director","NOUN","Profession",406,NA,"FOX"
"15531","doc252","director secondary education","education","NOUN","Profession",406,NA,"FOX"
"15532","doc2520","married beautiful raiderette kids proud member raidernation rnl lakers dodgers knights las vegas","married","VERB","Personality",2083,NA,"FOX"
"15536","doc2520","married beautiful raiderette kids proud member raidernation rnl lakers dodgers knights las vegas","proud","ADJ","Personality",2083,NA,"FOX"
"15545","doc2521","creative tutor warrior upright architect","creative","ADJ","Personality",312,NA,"FOX"
"15549","doc2521","creative tutor warrior upright architect","architect","NOUN","Profession",312,NA,"FOX"
"15557","doc2523","nit trichy georgiastateu techie aviation board games chelseafc connecticut new york ufeeuffuffuffcuffauff","games","NOUN","Hobbies",419,NA,"FOX"
"15569","doc2524","crowe villager alan doyle fan mother teacher animal lover friend u support trump don<U+393C><U+3E32>t bother won<U+393C><U+3E32>t follow back u won<U+393C><U+3E32>t like say","teacher","NOUN","Profession",516,NA,"FOX"
"15574","doc2524","crowe villager alan doyle fan mother teacher animal lover friend u support trump don<U+393C><U+3E32>t bother won<U+393C><U+3E32>t follow back u won<U+393C><U+3E32>t like say","support","VERB","Profession",516,NA,"FOX"
"15591","doc2526","producer retroreport","producer","NOUN","Profession",605,NA,"FOX"
"15624","doc2529","land kenya arsenal ever loves politics","politics","NOUN","Hobbies",474,NA,"FOX"
"15627","doc253","best vintage college sports pop culture memories revived softest best fitting gear call us toll free retrobrand","college","NOUN","Profession",1555,NA,"FOX"
"15628","doc253","best vintage college sports pop culture memories revived softest best fitting gear call us toll free retrobrand","sports","NOUN","Hobbies",1555,NA,"FOX"
"15644","doc2530","conservative god loving lady always open intelligent debate arguments please dog bitesufufmaga","loving","VERB","Personality",446,NA,"FOX"
"15648","doc2530","conservative god loving lady always open intelligent debate arguments please dog bitesufufmaga","intelligent","ADJ","Personality",446,NA,"FOX"
"15684","doc2534","inspirage realtor christian sales real estate consulting scm creating customerslife problem solver project management strategy oracle erp","christian","ADJ","Religion",362,NA,"FOX"
"15685","doc2534","inspirage realtor christian sales real estate consulting scm creating customerslife problem solver project management strategy oracle erp","sales","NOUN","Profession",362,NA,"FOX"
"15694","doc2534","inspirage realtor christian sales real estate consulting scm creating customerslife problem solver project management strategy oracle erp","project","NOUN","Profession",362,NA,"FOX"
"15695","doc2534","inspirage realtor christian sales real estate consulting scm creating customerslife problem solver project management strategy oracle erp","management","NOUN","Profession",362,NA,"FOX"
"15697","doc2534","inspirage realtor christian sales real estate consulting scm creating customerslife problem solver project management strategy oracle erp","oracle","NOUN","Organization",362,NA,"FOX"
"15700","doc2535","begotten nature creating life dreams one day time live patterns everyday welcome world","nature","NOUN","Profession",335,NA,"FOX"
"15725","doc2537","understanding grace empowering change founder senior pastor world changers church international wcci world changers churchnew york","pastor","NOUN","Profession",3243,NA,"FOX"
"15728","doc2537","understanding grace empowering change founder senior pastor world changers church international wcci world changers churchnew york","church","NOUN","Religion",3243,NA,"FOX"
"15736","doc2538","uffauffkag christian","christian","PROPN","Religion",4986,NA,"FOX"
"15751","doc254","tolinked place next level make money related blogging digital marketing strategies","next","ADJ","Organization",468,NA,"FOX"
"15756","doc254","tolinked place next level make money related blogging digital marketing strategies","blogging","VERB","Hobbies",468,NA,"FOX"
"15758","doc254","tolinked place next level make money related blogging digital marketing strategies","marketing","NOUN","Profession",468,NA,"FOX"
"15767","doc2540","orthopedic surgeon co host oz showthe best doctor gives least medicine","doctor","NOUN","Profession",2365,NA,"FOX"
"15771","doc2541","finance expertbusiness man director rojems traders ltd political minded lugari mp dg kakamega county","finance","NOUN","Profession",1687,"Kenya","FOX"
"15774","doc2541","finance expertbusiness man director rojems traders ltd political minded lugari mp dg kakamega county","director","NOUN","Profession",1687,"Kenya","FOX"
"15778","doc2541","finance expertbusiness man director rojems traders ltd political minded lugari mp dg kakamega county","political","ADJ","Profession",1687,"Kenya","FOX"
"15786","doc2542","im emotional person dont like b hurt bn taken granted pple hate ridiculed respect ppl nd also like pple respect","emotional","ADJ","Personality",1159,NA,"FOX"
"15800","doc2542","im emotional person dont like b hurt bn taken granted pple hate ridiculed respect ppl nd also like pple respect","ppl","NOUN","Organization",1159,NA,"FOX"
"15816","doc2544","personal interests views nothing biz love horseracing breeding history reading great bio just anything sparkles","reading","VERB","Hobbies",361,NA,"FOX"
"15822","doc2545","angry leftist philosophy geek less sober makeup artist writer sickgirlsclub uufefufuubufefufcufaufeufdcuduufefufbub","angry","ADJ","Personality",264,NA,"FOX"
"15829","doc2545","angry leftist philosophy geek less sober makeup artist writer sickgirlsclub uufefufuubufefufcufaufeufdcuduufefufbub","artist","NOUN","Profession",264,NA,"FOX"
"15830","doc2545","angry leftist philosophy geek less sober makeup artist writer sickgirlsclub uufefufuubufefufcufaufeufdcuduufefufbub","writer","NOUN","Profession",264,NA,"FOX"
"15845","doc2548","graphic designer","graphic","ADJ","Profession",938,NA,"FOX"
"15846","doc2548","graphic designer","designer","NOUN","Profession",938,NA,"FOX"
"15850","doc2549","uuduuua uuuuauuu uuuuuua lawyer","lawyer","NOUN","Profession",362,NA,"FOX"
"15856","doc2550","finding health savings account hsa eligible items spendyourhsa website coming soon enjoy recs likeretweet interesting contentfyi","account","NOUN","Profession",581,NA,"FOX"
"15872","doc2551","real estate procurement logistics supply chain management agriculture trade investment looking investors partners","logistics","NOUN","Profession",296,NA,"FOX"
"15875","doc2551","real estate procurement logistics supply chain management agriculture trade investment looking investors partners","management","NOUN","Profession",296,NA,"FOX"
