"","doc_id","sentence","token","upos","Entity","friends_count","country","NewsChannel"
"3","doc1","iowa state university","university","NOUN","Profession",500,NA,"FOX"
"14","doc1001","female business owner michigan uffauff women trump uffauff maga uffauffthank mr president uffauff jeepgirl uffauff redhead dates","business","NOUN","Profession",1650,NA,"FOX"
"31","doc1002","auburn university psalm","university","NOUN","Profession",419,NA,"FOX"
"34","doc1003","loves jesus christ family united statesi pray israel nationalist","jesus","ADJ","Religion",5001,NA,"FOX"
"35","doc1003","loves jesus christ family united statesi pray israel nationalist","christ","NOUN","Religion",5001,NA,"FOX"
"61","doc1006","christian husband father coach div state champion meece middle school fb dad landonfields ky wesleyan college def lineman pawsup","christian","ADJ","Religion",669,NA,"FOX"
"64","doc1006","christian husband father coach div state champion meece middle school fb dad landonfields ky wesleyan college def lineman pawsup","coach","NOUN","Profession",669,NA,"FOX"
"70","doc1006","christian husband father coach div state champion meece middle school fb dad landonfields ky wesleyan college def lineman pawsup","school","NOUN","Profession",669,NA,"FOX"
"76","doc1006","christian husband father coach div state champion meece middle school fb dad landonfields ky wesleyan college def lineman pawsup","college","NOUN","Profession",669,NA,"FOX"
"94","doc1008","ufmy faith family friendsuf proud mom lucky wife sr training mgrdelivery att im tuproud ufdayup opinions expressed mine","proud","ADJ","Personality",455,"Etats-Unis","FOX"
"96","doc1008","ufmy faith family friendsuf proud mom lucky wife sr training mgrdelivery att im tuproud ufdayup opinions expressed mine","lucky","ADJ","Personality",455,"Etats-Unis","FOX"
"99","doc1008","ufmy faith family friendsuf proud mom lucky wife sr training mgrdelivery att im tuproud ufdayup opinions expressed mine","training","VERB","Profession",455,"Etats-Unis","FOX"
"140","doc1010","just old man living dreams giving opinions <U+393C><U+3E32>s feeling good time something like","good","ADJ","Personality",673,NA,"FOX"
"156","doc1013","twitter account roy orbison jr musician music publisher author son rock roll legend royorbison ufe press inquiries pressroyorbisonjrcom","twitter","ADJ","Organization",37115,NA,"FOX"
"157","doc1013","twitter account roy orbison jr musician music publisher author son rock roll legend royorbison ufe press inquiries pressroyorbisonjrcom","account","NOUN","Profession",37115,NA,"FOX"
"161","doc1013","twitter account roy orbison jr musician music publisher author son rock roll legend royorbison ufe press inquiries pressroyorbisonjrcom","musician","X","Profession",37115,NA,"FOX"
"162","doc1013","twitter account roy orbison jr musician music publisher author son rock roll legend royorbison ufe press inquiries pressroyorbisonjrcom","music","NOUN","Hobbies",37115,NA,"FOX"
"164","doc1013","twitter account roy orbison jr musician music publisher author son rock roll legend royorbison ufe press inquiries pressroyorbisonjrcom","author","NOUN","Profession",37115,NA,"FOX"
"171","doc1013","twitter account roy orbison jr musician music publisher author son rock roll legend royorbison ufe press inquiries pressroyorbisonjrcom","press","NOUN","Profession",37115,NA,"FOX"
"178","doc1015","entrepreneur e<U+393C><U+3E35>commerce dad social media marketing","entrepreneur","PRON","Profession",282,NA,"FOX"
"183","doc1015","entrepreneur e<U+393C><U+3E35>commerce dad social media marketing","social","ADJ","Profession",282,NA,"FOX"
"184","doc1015","entrepreneur e<U+393C><U+3E35>commerce dad social media marketing","media","NOUN","Profession",282,NA,"FOX"
"185","doc1015","entrepreneur e<U+393C><U+3E35>commerce dad social media marketing","marketing","NOUN","Profession",282,NA,"FOX"
"194","doc1016","mouth behind potus wall status funding nothing said account affiliated potus","account","NOUN","Profession",2158,NA,"FOX"
"203","doc1018","photographer hoosier proximity like baseball wine long walks burbs tweet much politics live thoughtful life good","photographer","NOUN","Profession",276,NA,"FOX"
"207","doc1018","photographer hoosier proximity like baseball wine long walks burbs tweet much politics live thoughtful life good","baseball","NOUN","Hobbies",276,NA,"FOX"
"214","doc1018","photographer hoosier proximity like baseball wine long walks burbs tweet much politics live thoughtful life good","politics","NOUN","Hobbies",276,NA,"FOX"
"216","doc1018","photographer hoosier proximity like baseball wine long walks burbs tweet much politics live thoughtful life good","thoughtful","ADJ","Personality",276,NA,"FOX"
"218","doc1018","photographer hoosier proximity like baseball wine long walks burbs tweet much politics live thoughtful life good","good","ADJ","Personality",276,NA,"FOX"
"236","doc1020","wise good innocent evil romans kindnessmatters","good","ADJ","Personality",1040,NA,"FOX"
"241","doc1021","christian conservative steps right moses disabled vet flies dies love america trump beware dont pull punches","christian","ADJ","Religion",7687,NA,"FOX"
"265","doc1023","god country christian family athlete outdoor enthusiast fsu lightning rays bucs rowdies uaufefubeufefubdufefufaufefufcufauffauff veerandshoot","christian","AUX","Religion",261,NA,"FOX"
"267","doc1023","god country christian family athlete outdoor enthusiast fsu lightning rays bucs rowdies uaufefubeufefubdufefufaufefufcufauffauff veerandshoot","athlete","VERB","Profession",261,NA,"FOX"
"268","doc1023","god country christian family athlete outdoor enthusiast fsu lightning rays bucs rowdies uaufefubeufefubdufefufaufefufcufauffauff veerandshoot","outdoor","ADJ","Profession",261,NA,"FOX"
"282","doc1024","birth place earth race human politics freedom religion love follow back fellow patriots formerly tashmash","politics","NOUN","Hobbies",1273,NA,"FOX"
"296","doc1025","single father two kids mean world passionate family love laugh love meeting new people","mean","VERB","Personality",1291,NA,"FOX"
"298","doc1025","single father two kids mean world passionate family love laugh love meeting new people","passionate","ADJ","Personality",1291,NA,"FOX"
"310","doc1027","christian businessman full gospel advocacy","christian","ADJ","Religion",852,NA,"FOX"
"343","doc103","love pop culture lots movie love armie timothee call name charmed greatest happiness teenagehood love music books","music","NOUN","Hobbies",2059,NA,"FOX"
"357","doc1032","freedom mean right whatever please rather ven fulton j sheenhost cohost buck chaco","mean","VERB","Personality",713,NA,"FOX"
"384","doc1034","christian ue married since hs ue big family ue chicagomba uenationalist isn<U+393C><U+3E32>t ue kag uemaga uegop ueconservative ue usva congressional candidate trump","christian","ADJ","Religion",34703,NA,"FOX"
"386","doc1034","christian ue married since hs ue big family ue chicagomba uenationalist isn<U+393C><U+3E32>t ue kag uemaga uegop ueconservative ue usva congressional candidate trump","married","VERB","Personality",34703,NA,"FOX"
"426","doc1037","try keep real sports takes fun account im bills canucks mariners timberwolves fan yup issues please trump supporters","sports","NOUN","Hobbies",1007,NA,"FOX"
"429","doc1037","try keep real sports takes fun account im bills canucks mariners timberwolves fan yup issues please trump supporters","account","NOUN","Profession",1007,NA,"FOX"
"441","doc1038","twitter account keep sane graduate school","twitter","NOUN","Organization",414,NA,"FOX"
"442","doc1038","twitter account keep sane graduate school","account","NOUN","Profession",414,NA,"FOX"
"446","doc1038","twitter account keep sane graduate school","school","NOUN","Profession",414,NA,"FOX"
"465","doc1042","international music international music sports international politics","music","NOUN","Hobbies",776,NA,"FOX"
"467","doc1042","international music international music sports international politics","music","NOUN","Hobbies",776,NA,"FOX"
"468","doc1042","international music international music sports international politics","sports","NOUN","Hobbies",776,NA,"FOX"
"470","doc1042","international music international music sports international politics","politics","NOUN","Hobbies",776,NA,"FOX"
"489","doc1044","retired federal sector investigator dispute resolution specialist vietnam era veteran student ta seti predynastic egypt","specialist","NOUN","Profession",311,NA,"FOX"
"493","doc1044","retired federal sector investigator dispute resolution specialist vietnam era veteran student ta seti predynastic egypt","student","NOUN","Profession",311,NA,"FOX"
"513","doc1046","knowledge communication linguistic kiswahili language steward kids fantasy company","company","NOUN","Profession",306,NA,"FOX"
"517","doc1047","cardiologist conservative us army veteran historian equestrian amateur golfer hunter fisherman survivalist grid explorer","army","NOUN","Profession",353,NA,"FOX"
"545","doc105","love animals humans animal advocate ufa buildthatwallufuf maga americansfirst uffuff ufaf notoillegalimmigrants","advocate","NOUN","Profession",574,NA,"FOX"
"581","doc1055","trump uffauffuffauffuffauff maga conservative christian jesus udufefudufefudufef patriot dogs","christian","ADJ","Religion",17768,NA,"FOX"
"582","doc1055","trump uffauffuffauffuffauff maga conservative christian jesus udufefudufefudufef patriot dogs","jesus","NOUN","Religion",17768,NA,"FOX"
"584","doc1055","trump uffauffuffauffuffauff maga conservative christian jesus udufefudufefudufef patriot dogs","patriot","NOUN","Personality",17768,NA,"FOX"
"591","doc1056","connecting elite traveler acquiring new corporate jet trading present aircraft","corporate","ADJ","Profession",360,NA,"FOX"
"597","doc1057","cool happy n awesome","happy","ADJ","Personality",1346,NA,"FOX"
"610","doc1060","wou football ufcufa laurenlilly uufefuufef","football","VERB","Hobbies",284,NA,"FOX"
"634","doc1063","housewife mother grandmother love god outdoors traveling","traveling","VERB","Hobbies",377,NA,"FOX"
"657","doc1066","university rochester","university","NOUN","Profession",738,NA,"FOX"
"661","doc1067","hey grafics designer can design owsem logo","designer","NOUN","Profession",401,NA,"FOX"
"663","doc1067","hey grafics designer can design owsem logo","design","VERB","Profession",401,NA,"FOX"
"670","doc107","press secretary repslotkin proud naral hfa wellesley alumna michigander tweetsviews","press","NOUN","Profession",2041,NA,"FOX"
"671","doc107","press secretary repslotkin proud naral hfa wellesley alumna michigander tweetsviews","secretary","NOUN","Profession",2041,NA,"FOX"
"673","doc107","press secretary repslotkin proud naral hfa wellesley alumna michigander tweetsviews","proud","ADJ","Personality",2041,NA,"FOX"
"690","doc1072","good looking easy chat hard working","good","ADJ","Personality",514,NA,"FOX"
"733","doc1075","normal dude louisiana loving life like everyone else twitter account wrestling fan dukes hazzard fan","loving","ADJ","Personality",651,NA,"FOX"
"738","doc1075","normal dude louisiana loving life like everyone else twitter account wrestling fan dukes hazzard fan","twitter","NOUN","Organization",651,NA,"FOX"
"739","doc1075","normal dude louisiana loving life like everyone else twitter account wrestling fan dukes hazzard fan","account","NOUN","Profession",651,NA,"FOX"
"740","doc1075","normal dude louisiana loving life like everyone else twitter account wrestling fan dukes hazzard fan","wrestling","VERB","Hobbies",651,NA,"FOX"
"766","doc1079","trooprx free rx savings program open anyone use save next rx refill share friends family","next","ADJ","Organization",857,NA,"FOX"
"786","doc1080","ufa mr humbleufdeepsoulfullnujazzloungeneosoultriphop jazz music loverufufufufa","jazz","X","Hobbies",748,NA,"FOX"
"787","doc1080","ufa mr humbleufdeepsoulfullnujazzloungeneosoultriphop jazz music loverufufufufa","music","X","Hobbies",748,NA,"FOX"
"791","doc1081","love creatures nature music forests created god principalnirmal sr sec sch hndfreelance journalistmemjarwriteryuvrajdelhi","nature","NOUN","Profession",1383,NA,"FOX"
"792","doc1081","love creatures nature music forests created god principalnirmal sr sec sch hndfreelance journalistmemjarwriteryuvrajdelhi","music","NOUN","Hobbies",1383,NA,"FOX"
"813","doc1083","gentle simple nature","gentle","ADJ","Personality",1139,NA,"FOX"
"815","doc1083","gentle simple nature","nature","NOUN","Profession",1139,NA,"FOX"
"834","doc1086","strategic campaign group top political consulting firm republican candidates conservative organizations country win campaigns","political","ADJ","Profession",775,NA,"FOX"
"846","doc1087","bay area sports fan complainer things equally","sports","NOUN","Hobbies",648,NA,"FOX"
"855","doc1089","love good things life father one owned business straight forward person","good","ADJ","Personality",554,NA,"FOX"
"861","doc1089","love good things life father one owned business straight forward person","business","NOUN","Profession",554,NA,"FOX"
"870","doc1090","wise can dance melody life","dance","NOUN","Profession",603,NA,"FOX"
"873","doc1091","business qualify free coffee vending machine office located long island new york city contact us now httpstcoaifhzx","business","NOUN","Profession",936,NA,"FOX"
"878","doc1091","business qualify free coffee vending machine office located long island new york city contact us now httpstcoaifhzx","machine","NOUN","Profession",936,NA,"FOX"
"879","doc1091","business qualify free coffee vending machine office located long island new york city contact us now httpstcoaifhzx","office","NOUN","Profession",936,NA,"FOX"
"894","doc1092","mission catalogcritique debunk liesdistortions general nonsense put forth radical left order prevent destruction republic","general","ADJ","Profession",1974,NA,"FOX"
"908","doc1094","nolaufemomuf happily married ufubufeffitnessucufefthumbsuptrain magauffauffconservativeufnfrw memberufrepublicanwomenufformer leoufeuduufefbluelivesmatter uufefre law","married","VERB","Personality",5794,NA,"FOX"
"918","doc1095","father educator campaign account nc superintendent public instruction markrjohnsonnc followrt u endorsement nced","account","NOUN","Profession",1896,NA,"FOX"
"939","doc1096","lakers red sox raiders se krajos de nada como el de twitter","twitter","NOUN","Organization",677,NA,"FOX"
"951","doc11","christian prolife populist nationalist","christian","AUX","Religion",346,NA,"FOX"
"956","doc110","conservative sports music apple iphone technology gadgets muscle cars new balance","sports","NOUN","Hobbies",327,NA,"FOX"
"957","doc110","conservative sports music apple iphone technology gadgets muscle cars new balance","music","NOUN","Hobbies",327,NA,"FOX"
"958","doc110","conservative sports music apple iphone technology gadgets muscle cars new balance","apple","VERB","Organization",327,NA,"FOX"
"960","doc110","conservative sports music apple iphone technology gadgets muscle cars new balance","technology","NOUN","Profession",327,NA,"FOX"
"968","doc1100","loynosmc journalism student wdsu intern opinions","student","NOUN","Profession",660,NA,"FOX"
"1020","doc1107","accountantentreprenuernext generation coach","coach","NOUN","Profession",2252,NA,"FOX"
"1023","doc1108","born play game","game","NOUN","Profession",925,NA,"FOX"
"1031","doc1110","hi professional graphic designer ive working last years graphics industry always focus quality design perfection","professional","ADJ","Profession",2979,NA,"FOX"
"1032","doc1110","hi professional graphic designer ive working last years graphics industry always focus quality design perfection","graphic","ADJ","Profession",2979,NA,"FOX"
"1033","doc1110","hi professional graphic designer ive working last years graphics industry always focus quality design perfection","designer","NOUN","Profession",2979,NA,"FOX"
"1042","doc1110","hi professional graphic designer ive working last years graphics industry always focus quality design perfection","quality","NOUN","Profession",2979,NA,"FOX"
"1043","doc1110","hi professional graphic designer ive working last years graphics industry always focus quality design perfection","design","NOUN","Profession",2979,NA,"FOX"
"1048","doc1112","chairman altagammait chairman illycaffe beauty beyond goodness","chairman","NOUN","Profession",1252,NA,"FOX"
"1050","doc1112","chairman altagammait chairman illycaffe beauty beyond goodness","chairman","NOUN","Profession",1252,NA,"FOX"
"1070","doc1114","big dreamer maga right wing conservative prolife christian stand national anthem kneel cross","christian","AUX","Religion",309,NA,"FOX"
"1073","doc1114","big dreamer maga right wing conservative prolife christian stand national anthem kneel cross","anthem","NOUN","Organization",309,NA,"FOX"
"1080","doc1115","veterans active duty soldiers police firemen educators doctors respect fullest maga nd amendment pro life ufeuffauffauff","police","NOUN","Profession",390,NA,"FOX"
"1105","doc1117","london cab driver green badge years hobby fly fishing spurs fan","fishing","VERB","Hobbies",861,NA,"FOX"
"1118","doc1119","faithuchildrenufamilyuworkufriendsupassion perfect balance working family business clients walks life decade","business","NOUN","Profession",390,NA,"FOX"
"1124","doc112","loves jesus loves dogs n cats loves pizza hates child animal abusers loves mysteries retired educator il trump proud grandma","jesus","CCONJ","Religion",3418,NA,"FOX"
"1141","doc112","loves jesus loves dogs n cats loves pizza hates child animal abusers loves mysteries retired educator il trump proud grandma","proud","ADJ","Personality",3418,NA,"FOX"
"1143","doc1120","golf cheap zings","golf","NOUN","Hobbies",259,NA,"FOX"
"1154","doc1123","god usa patriot conservative constitution freedom prolife familyvalues radiohost tunein likert endorsement","patriot","PART","Personality",376,NA,"FOX"
"1170","doc1124","email theconsultanttutanotade r u hiringin need sales professionalwant break foreign market want close deals need co director uk","sales","NOUN","Profession",4999,NA,"FOX"
"1174","doc1124","email theconsultanttutanotade r u hiringin need sales professionalwant break foreign market want close deals need co director uk","market","NOUN","Profession",4999,NA,"FOX"
"1180","doc1124","email theconsultanttutanotade r u hiringin need sales professionalwant break foreign market want close deals need co director uk","director","NOUN","Profession",4999,NA,"FOX"
"1211","doc1128","fan tech photography food travel interested music wine can usually foundufbabehind laptop can know clicking follow follow back","photography","NOUN","Hobbies",4089,NA,"FOX"
"1212","doc1128","fan tech photography food travel interested music wine can usually foundufbabehind laptop can know clicking follow follow back","food","NOUN","Profession",4089,NA,"FOX"
"1215","doc1128","fan tech photography food travel interested music wine can usually foundufbabehind laptop can know clicking follow follow back","music","NOUN","Hobbies",4089,NA,"FOX"
"1245","doc1130","publisher awardwinning bestselling author mentor former huffpost contributor want coauthor next <U+393C><U+3E33>beautifulwomen<U+393C><U+3E34>","author","NOUN","Profession",61607,NA,"FOX"
"1246","doc1130","publisher awardwinning bestselling author mentor former huffpost contributor want coauthor next <U+393C><U+3E33>beautifulwomen<U+393C><U+3E34>","mentor","NOUN","Profession",61607,NA,"FOX"
"1252","doc1130","publisher awardwinning bestselling author mentor former huffpost contributor want coauthor next <U+393C><U+3E33>beautifulwomen<U+393C><U+3E34>","next","ADV","Organization",61607,NA,"FOX"
"1261","doc1131","wife mom uufef family social media marketing keeping politics twitter ufduffcthankful uffuffc live without fear ufaauffc proverbs uffauff","social","ADJ","Profession",4230,NA,"FOX"
"1262","doc1131","wife mom uufef family social media marketing keeping politics twitter ufduffcthankful uffuffc live without fear ufaauffc proverbs uffauff","media","NOUN","Profession",4230,NA,"FOX"
"1263","doc1131","wife mom uufef family social media marketing keeping politics twitter ufduffcthankful uffuffc live without fear ufaauffc proverbs uffauff","marketing","NOUN","Profession",4230,NA,"FOX"
"1265","doc1131","wife mom uufef family social media marketing keeping politics twitter ufduffcthankful uffuffc live without fear ufaauffc proverbs uffauff","politics","NOUN","Hobbies",4230,NA,"FOX"
"1266","doc1131","wife mom uufef family social media marketing keeping politics twitter ufduffcthankful uffuffc live without fear ufaauffc proverbs uffauff","twitter","ADV","Organization",4230,NA,"FOX"
"1277","doc1132","knitter massage therapist lover animals","therapist","NOUN","Profession",463,NA,"FOX"
"1294","doc1134","rts probably lany music purdue","music","NOUN","Hobbies",411,NA,"FOX"
"1312","doc1135","yr otr truckdriver alot common sense principles reasoningim enjoying life everyday god willingim yrs old married now yr","married","VERB","Personality",319,NA,"FOX"
"1324","doc1137","fearless <U+393C><U+3E35>","fearless","ADJ","Personality",302,NA,"FOX"
"1326","doc1137","good people <U+393C><U+3E35>treacherous stan <U+393C><U+3E35>","good","ADJ","Personality",302,NA,"FOX"
"1334","doc1137","disappeared <U+393C><U+3E35>christ follower","christ","NOUN","Religion",302,NA,"FOX"
"1337","doc1138","love sports rayshokies","sports","NOUN","Hobbies",1537,NA,"FOX"
"1343","doc1139","work play makes jack dull boy","dull","ADJ","Personality",628,NA,"FOX"
"1345","doc114","building strong community love growth let<U+393C><U+3E32>s help reach highest potential everyday dawn malik ali ufc","building","NOUN","Profession",1391,NA,"FOX"
"1347","doc114","building strong community love growth let<U+393C><U+3E32>s help reach highest potential everyday dawn malik ali ufc","community","NOUN","Profession",1391,NA,"FOX"
"1364","doc1140","gira de golf profesional banorte","golf","NOUN","Hobbies",1203,NA,"FOX"
"1368","doc1141","im church community choir musician americas loveable fuzzball africanamerican christianepiscopalian conservative years","church","NOUN","Religion",1076,"Etats-Unis","FOX"
"1369","doc1141","im church community choir musician americas loveable fuzzball africanamerican christianepiscopalian conservative years","community","NOUN","Profession",1076,"Etats-Unis","FOX"
"1371","doc1141","im church community choir musician americas loveable fuzzball africanamerican christianepiscopalian conservative years","musician","X","Profession",1076,"Etats-Unis","FOX"
"1380","doc1142","big sports fan indianapolis mostly fan indycar like sports","sports","NOUN","Hobbies",975,NA,"FOX"
"1387","doc1142","big sports fan indianapolis mostly fan indycar like sports","sports","NOUN","Hobbies",975,NA,"FOX"
"1393","doc1143","mickey<U+393C><U+3E32>s destinations go full service travel agency love travel want become travel agent visit website apply","service","NOUN","Profession",2402,NA,"FOX"
"1401","doc1143","mickey<U+393C><U+3E32>s destinations go full service travel agency love travel want become travel agent visit website apply","agent","NOUN","Profession",2402,NA,"FOX"
"1406","doc1144","follow jesus husband mroddaphoto great kids campus pastor disciple maker writer httpstcongnutjei","jesus","NOUN","Religion",1368,NA,"FOX"
"1412","doc1144","follow jesus husband mroddaphoto great kids campus pastor disciple maker writer httpstcongnutjei","pastor","NOUN","Profession",1368,NA,"FOX"
"1415","doc1144","follow jesus husband mroddaphoto great kids campus pastor disciple maker writer httpstcongnutjei","writer","NOUN","Profession",1368,NA,"FOX"
"1433","doc1146","member fl house retired coast guard jag officer","officer","NOUN","Profession",273,NA,"FOX"
"1480","doc115","always victor things victorious invictus god always causes us triumph christ god always leads us triumphan procession christ veni vidi vici","victor","NOUN","Organization",411,NA,"FOX"
"1489","doc115","always victor things victorious invictus god always causes us triumph christ god always leads us triumphan procession christ veni vidi vici","christ","NOUN","Religion",411,NA,"FOX"
"1496","doc115","always victor things victorious invictus god always causes us triumph christ god always leads us triumphan procession christ veni vidi vici","christ","NOUN","Religion",411,NA,"FOX"
"1503","doc1150","taxation theft nu political science major question going let going stop ayn rand","political","ADJ","Profession",262,NA,"FOX"
"1544","doc1153","support potus buildthewall trump ufaf maga kag americafirst trump student great believe president quantity surveyor cost engineer","support","NOUN","Profession",1126,NA,"FOX"
"1553","doc1153","support potus buildthewall trump ufaf maga kag americafirst trump student great believe president quantity surveyor cost engineer","student","NOUN","Profession",1126,NA,"FOX"
"1558","doc1153","support potus buildthewall trump ufaf maga kag americafirst trump student great believe president quantity surveyor cost engineer","surveyor","NOUN","Profession",1126,NA,"FOX"
"1560","doc1153","support potus buildthewall trump ufaf maga kag americafirst trump student great believe president quantity surveyor cost engineer","engineer","NOUN","Profession",1126,NA,"FOX"
"1561","doc1154","doctor<U+393C><U+3E32>s journey help doctors understand navigate world locum tenens","doctor","NOUN","Profession",1117,NA,"FOX"
"1572","doc1156","passionate consultant focused emerging technologies deep understanding payments multiauthentication secure evolution digital world","passionate","ADJ","Personality",328,NA,"FOX"
"1573","doc1156","passionate consultant focused emerging technologies deep understanding payments multiauthentication secure evolution digital world","consultant","NOUN","Profession",328,NA,"FOX"
"1596","doc1158","entrepreneur philanthropist lifelong learner","entrepreneur","PRON","Profession",427,NA,"FOX"
"1603","doc1159","driven finally taking twitter seriously","twitter","NOUN","Organization",283,NA,"FOX"
"1606","doc116","associate producer newswtsp wvu grad maryland uaufef florida letsgocaps","producer","NOUN","Profession",428,NA,"FOX"
"1626","doc1161","conservative oif vet combat medic software engineer full stack developer mobile developer mechanic jack trades rockstar regular comedian","software","NOUN","Profession",1091,NA,"FOX"
"1627","doc1161","conservative oif vet combat medic software engineer full stack developer mobile developer mechanic jack trades rockstar regular comedian","engineer","NOUN","Profession",1091,NA,"FOX"
"1630","doc1161","conservative oif vet combat medic software engineer full stack developer mobile developer mechanic jack trades rockstar regular comedian","developer","ADP","Profession",1091,NA,"FOX"
"1631","doc1161","conservative oif vet combat medic software engineer full stack developer mobile developer mechanic jack trades rockstar regular comedian","mobile","ADJ","Profession",1091,NA,"FOX"
"1632","doc1161","conservative oif vet combat medic software engineer full stack developer mobile developer mechanic jack trades rockstar regular comedian","developer","NOUN","Profession",1091,NA,"FOX"
"1636","doc1161","conservative oif vet combat medic software engineer full stack developer mobile developer mechanic jack trades rockstar regular comedian","rockstar","ADJ","Hobbies",1091,NA,"FOX"
"1641","doc1162","god fearing patriot american okie born raised veterans wife evil world makes want vomit maga trump littlehumanrights","patriot","PART","Personality",4997,NA,"FOX"
"1659","doc1163","clarinetist pyomusic pmeastate allstate hobby saxophonist f fan atheist aspie exleftist youth rights supporter lh cl kr uffauffuffauff","allstate","NOUN","Organization",3054,NA,"FOX"
"1693","doc1166","rutgers baseball","baseball","NOUN","Hobbies",1347,NA,"FOX"
"1694","doc1167","passionate defender free markets free people worlds biggest springsteen fan music politics recovering mba millennial life coach","passionate","ADJ","Personality",616,NA,"FOX"
"1704","doc1167","passionate defender free markets free people worlds biggest springsteen fan music politics recovering mba millennial life coach","music","NOUN","Hobbies",616,NA,"FOX"
"1705","doc1167","passionate defender free markets free people worlds biggest springsteen fan music politics recovering mba millennial life coach","politics","NOUN","Hobbies",616,NA,"FOX"
"1710","doc1167","passionate defender free markets free people worlds biggest springsteen fan music politics recovering mba millennial life coach","coach","NOUN","Profession",616,NA,"FOX"
"1732","doc117","prolife womb tomb natural death rcufama parkinsons wegeners colon cancer photos art swimming hockey grandsth womb uufefusauffauffpeace","swimming","VERB","Hobbies",4549,NA,"FOX"
"1733","doc117","prolife womb tomb natural death rcufama parkinsons wegeners colon cancer photos art swimming hockey grandsth womb uufefusauffauffpeace","hockey","NOUN","Hobbies",4549,NA,"FOX"
"1747","doc1170","former rhp w san francisco giants ubeufef <U+393C><U+3E37><U+393C><U+3E37>former fsu basketball player ufc <U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37>electronics engineer eglin afb <U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37>","basketball","NOUN","Hobbies",307,NA,"FOX"
"1751","doc1170","former rhp w san francisco giants ubeufef <U+393C><U+3E37><U+393C><U+3E37>former fsu basketball player ufc <U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37>electronics engineer eglin afb <U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37>","electronics","ADJ","Hobbies",307,NA,"FOX"
"1752","doc1170","former rhp w san francisco giants ubeufef <U+393C><U+3E37><U+393C><U+3E37>former fsu basketball player ufc <U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37>electronics engineer eglin afb <U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37>","engineer","NOUN","Profession",307,NA,"FOX"
"1785","doc1174","<U+393C><U+3E32>m john freechristeist christ<U+393C><U+3E32>s golden rule action freedom individual sovereignty freedom love know love know freedomuffauff nra maga","christ","NOUN","Religion",1098,NA,"FOX"
"1804","doc1176","technology guy former microsoft mvp iiot industrial automation love bbq photography high school football follow carolinavarsity weknowbbq","technology","NOUN","Profession",273,NA,"FOX"
"1807","doc1176","technology guy former microsoft mvp iiot industrial automation love bbq photography high school football follow carolinavarsity weknowbbq","microsoft","NOUN","Organization",273,NA,"FOX"
"1810","doc1176","technology guy former microsoft mvp iiot industrial automation love bbq photography high school football follow carolinavarsity weknowbbq","industrial","ADJ","Profession",273,NA,"FOX"
"1811","doc1176","technology guy former microsoft mvp iiot industrial automation love bbq photography high school football follow carolinavarsity weknowbbq","automation","NOUN","Profession",273,NA,"FOX"
"1814","doc1176","technology guy former microsoft mvp iiot industrial automation love bbq photography high school football follow carolinavarsity weknowbbq","photography","NOUN","Hobbies",273,NA,"FOX"
"1816","doc1176","technology guy former microsoft mvp iiot industrial automation love bbq photography high school football follow carolinavarsity weknowbbq","school","NOUN","Profession",273,NA,"FOX"
"1817","doc1176","technology guy former microsoft mvp iiot industrial automation love bbq photography high school football follow carolinavarsity weknowbbq","football","NOUN","Hobbies",273,NA,"FOX"
"1827","doc1178","aspiring sports journalist history lover avid music listener last least support blues arsenal cardinals autism speaks","sports","NOUN","Hobbies",342,NA,"FOX"
"1828","doc1178","aspiring sports journalist history lover avid music listener last least support blues arsenal cardinals autism speaks","journalist","NOUN","Profession",342,NA,"FOX"
"1832","doc1178","aspiring sports journalist history lover avid music listener last least support blues arsenal cardinals autism speaks","music","NOUN","Hobbies",342,NA,"FOX"
"1836","doc1178","aspiring sports journalist history lover avid music listener last least support blues arsenal cardinals autism speaks","support","NOUN","Profession",342,NA,"FOX"
"1844","doc1179","husband dad author community banker httpstcoazsnvs contrib soccer player ucla congressional businessperson year","author","NOUN","Profession",468012,NA,"FOX"
"1845","doc1179","husband dad author community banker httpstcoazsnvs contrib soccer player ucla congressional businessperson year","community","NOUN","Profession",468012,NA,"FOX"
"1846","doc1179","husband dad author community banker httpstcoazsnvs contrib soccer player ucla congressional businessperson year","banker","NOUN","Profession",468012,NA,"FOX"
"1849","doc1179","husband dad author community banker httpstcoazsnvs contrib soccer player ucla congressional businessperson year","soccer","NOUN","Hobbies",468012,NA,"FOX"
"1863","doc118","mindset system america wrestlers mma fighters ufe help serious athletes levels succeed onoff mat uf top podcast","serious","ADJ","Personality",5703,NA,"FOX"
"1879","doc1180","dont b offended abt tweets tweet good bad day instagram josette","good","ADJ","Personality",782,NA,"FOX"
