"","doc_id","sentence","token","upos","Entity","friends_count","country","NewsChannel"
"4250","doc1595","uffauff don sr usmc wwiikorea rip uffauff don jr usn cold war nuke mm ssbn blue patience weakness never swore oath joined qnavy","cold","ADJ","Personality",1153,NA,"FOX"
"4251","doc1598","stylist girl humble loving caring woman godly woman","humble","ADJ","Personality",576,NA,"FOX"
"4252","doc1598","stylist girl humble loving caring woman godly woman","loving","ADJ","Personality",576,NA,"FOX"
"4253","doc1599","m engineer work building oil reserves gas turbine machine","engineer","NOUN","Profession",375,NA,"FOX"
"4254","doc1599","m engineer work building oil reserves gas turbine machine","building","NOUN","Profession",375,NA,"FOX"
"4255","doc1599","m engineer work building oil reserves gas turbine machine","machine","NOUN","Profession",375,NA,"FOX"
"4256","doc16","cte business marketing teacheri teach marketing hospitality event planning senior capstone hlhs bs ms","business","NOUN","Profession",442,NA,"FOX"
"4257","doc16","cte business marketing teacheri teach marketing hospitality event planning senior capstone hlhs bs ms","marketing","NOUN","Profession",442,NA,"FOX"
"4258","doc16","cte business marketing teacheri teach marketing hospitality event planning senior capstone hlhs bs ms","marketing","NOUN","Profession",442,NA,"FOX"
"4259","doc160","retired usaf cmsgttask force viking dagger westoifoefhoa vethelicopter crew chiefdaddog lovergolferguitaristdrummerbosoxpatsbruinsceltics fan","crew","NOUN","Profession",880,NA,"FOX"
"4260","doc1608","reporter new hampshire union leader just give damn records send tips tfeathersunionleadercom","reporter","NOUN","Profession",831,"Etats-Unis","FOX"
"4261","doc1613","ny transplant following retirement usaf currently working project managersystem engineer","project","NOUN","Profession",1109,NA,"FOX"
"4262","doc1613","ny transplant following retirement usaf currently working project managersystem engineer","engineer","NOUN","Profession",1109,NA,"FOX"
"4263","doc1614","patriot loyal compassionate outgoing","patriot","PART","Personality",395,NA,"FOX"
"4264","doc1614","patriot loyal compassionate outgoing","loyal","ADJ","Personality",395,NA,"FOX"
"4265","doc1614","patriot loyal compassionate outgoing","compassionate","ADJ","Personality",395,NA,"FOX"
"4266","doc1617","single dad chief deplorable sinner biker entrepreneur bloging fatherhood christ ndamendement exposing progressive lies sonofliberty","biker","NOUN","Hobbies",741,NA,"FOX"
"4267","doc1617","single dad chief deplorable sinner biker entrepreneur bloging fatherhood christ ndamendement exposing progressive lies sonofliberty","entrepreneur","NOUN","Profession",741,NA,"FOX"
"4268","doc1617","single dad chief deplorable sinner biker entrepreneur bloging fatherhood christ ndamendement exposing progressive lies sonofliberty","christ","NOUN","Religion",741,NA,"FOX"
"4269","doc1617","single dad chief deplorable sinner biker entrepreneur bloging fatherhood christ ndamendement exposing progressive lies sonofliberty","progressive","ADJ","Organization",741,NA,"FOX"
"4270","doc1621","jeep true american sports car <U+393C><U+3E33>","sports","NOUN","Hobbies",314,NA,"FOX"
"4271","doc1621","enzo ferrari","ferrari","NOUN","Organization",314,NA,"FOX"
"4272","doc1624","m sparty twitch affiliate streamer football coach officer proud member oqportunity team pizzaparty ufuufefufpsninstagramtwitch spartangod","football","NOUN","Hobbies",302,NA,"FOX"
"4273","doc1624","m sparty twitch affiliate streamer football coach officer proud member oqportunity team pizzaparty ufuufefufpsninstagramtwitch spartangod","coach","NOUN","Profession",302,NA,"FOX"
"4274","doc1624","m sparty twitch affiliate streamer football coach officer proud member oqportunity team pizzaparty ufuufefufpsninstagramtwitch spartangod","officer","NOUN","Profession",302,NA,"FOX"
"4275","doc1624","m sparty twitch affiliate streamer football coach officer proud member oqportunity team pizzaparty ufuufefufpsninstagramtwitch spartangod","proud","ADJ","Personality",302,NA,"FOX"
"4276","doc1625","uffuffduufefufecufephd student durham university grey college physics engineer chihuahua mexico ufbpoprock ufdufdcufefufauufef ufbsnapchat juankmiramontes uffinstagram juancmiramontes","student","NOUN","Profession",292,"Royaume-Uni","FOX"
"4277","doc1625","uffuffduufefufecufephd student durham university grey college physics engineer chihuahua mexico ufbpoprock ufdufdcufefufauufef ufbsnapchat juankmiramontes uffinstagram juancmiramontes","university","NOUN","Profession",292,"Royaume-Uni","FOX"
"4278","doc1625","uffuffduufefufecufephd student durham university grey college physics engineer chihuahua mexico ufbpoprock ufdufdcufefufauufef ufbsnapchat juankmiramontes uffinstagram juancmiramontes","college","NOUN","Profession",292,"Royaume-Uni","FOX"
"4279","doc1625","uffuffduufefufecufephd student durham university grey college physics engineer chihuahua mexico ufbpoprock ufdufdcufefufauufef ufbsnapchat juankmiramontes uffinstagram juancmiramontes","engineer","NOUN","Profession",292,"Royaume-Uni","FOX"
"4280","doc1626","serious minded person naughty accommodating lol","serious","ADJ","Personality",513,NA,"FOX"
"4281","doc1626","serious minded person naughty accommodating lol","naughty","NOUN","Personality",513,NA,"FOX"
"4282","doc1628","lover things social <U+393C><U+3E33>","social","ADJ","Profession",487,NA,"FOX"
