"","doc_id","sentence","token","upos","Entity","friends_count","country","NewsChannel"
"8191","doc1932","passionate developing mindset lead success according god way life seek god first receive blessings","passionate","ADJ","Personality",935,NA,"CNN"
"8209","doc1933","toughest fighting progun organization ca battle political trenches victory wont assured last antigun legislator defeated","ca","AUX","Organization",372,NA,"CNN"
"8211","doc1933","toughest fighting progun organization ca battle political trenches victory wont assured last antigun legislator defeated","political","ADJ","Profession",372,NA,"CNN"
"8226","doc1935","undp initiative supporting biodiversity finance countries better sustainable future","finance","NOUN","Profession",1690,NA,"CNN"
"8231","doc1936","professional medicaid driver logisticare group bears fan best worst times","professional","ADJ","Profession",350,NA,"CNN"
"8253","doc1938","lit professor writer coffee addict views associated academic institution","writer","NOUN","Profession",367,NA,"CNN"
"8258","doc1938","lit professor writer coffee addict views associated academic institution","academic","ADJ","Profession",367,NA,"CNN"
"8262","doc194","building strong community love growth let<U+393C><U+3E32>s help reach highest potential everyday dawn malik ali ufc","building","NOUN","Profession",1384,NA,"CNN"
"8264","doc194","building strong community love growth let<U+393C><U+3E32>s help reach highest potential everyday dawn malik ali ufc","community","NOUN","Profession",1384,NA,"CNN"
"8280","doc1941","twitter addiction love passing random acts kindness passionate determined believe smiles can change world","twitter","NOUN","Organization",2991,NA,"CNN"
"8287","doc1941","twitter addiction love passing random acts kindness passionate determined believe smiles can change world","passionate","ADJ","Personality",2991,NA,"CNN"
"8288","doc1941","twitter addiction love passing random acts kindness passionate determined believe smiles can change world","determined","ADJ","Personality",2991,NA,"CNN"
"8297","doc1943","passionate creating equity enhancing corporate structures vvips hnwis business brand owners specialists ip positioning eu tax incentives","passionate","ADJ","Personality",677,NA,"CNN"
"8301","doc1943","passionate creating equity enhancing corporate structures vvips hnwis business brand owners specialists ip positioning eu tax incentives","corporate","ADJ","Profession",677,NA,"CNN"
"8305","doc1943","passionate creating equity enhancing corporate structures vvips hnwis business brand owners specialists ip positioning eu tax incentives","business","NOUN","Profession",677,NA,"CNN"
"8306","doc1943","passionate creating equity enhancing corporate structures vvips hnwis business brand owners specialists ip positioning eu tax incentives","brand","ADJ","Profession",677,NA,"CNN"
"8308","doc1943","passionate creating equity enhancing corporate structures vvips hnwis business brand owners specialists ip positioning eu tax incentives","specialists","NOUN","Profession",677,NA,"CNN"
"8323","doc1945","lover outdoors travelling geography education ufuufefuffufefudufufdufufufbufdufeufaufebufuffbuduf","education","NOUN","Profession",372,NA,"CNN"
"8331","doc1947","consultant specialising financial software newcastle united fan good golfer poker player","consultant","NOUN","Profession",494,NA,"CNN"
"8333","doc1947","consultant specialising financial software newcastle united fan good golfer poker player","financial","ADJ","Profession",494,NA,"CNN"
"8334","doc1947","consultant specialising financial software newcastle united fan good golfer poker player","software","NOUN","Profession",494,NA,"CNN"
"8338","doc1947","consultant specialising financial software newcastle united fan good golfer poker player","good","ADJ","Personality",494,NA,"CNN"
"8345","doc1948","httpstcomucbafms httpstcoytdzfpk latest video httpstcovmvuqnaqzg<U+383C><U+3E35>","video","NOUN","Profession",316,NA,"CNN"
"8357","doc195","whats good africas urban contemporary culture","good","ADJ","Personality",1591,NA,"CNN"
"8368","doc1950","mother grandmother great grand mother retired nurse wish moreufufaufb","nurse","NOUN","Profession",455,NA,"CNN"
"8382","doc1952","reality tv show coming soon promoting liberty american way seeking media sponsor investors","media","NOUN","Profession",555,NA,"CNN"
"8385","doc1953","photographer","photographer","NOUN","Profession",282,NA,"CNN"
"8391","doc1954","daily news around us world twitter page httpstcobexfnpvn","twitter","NOUN","Organization",834,NA,"CNN"
"8395","doc1955","good things don<U+393C><U+3E32>t always soften bad things vice versa bad things don<U+393C><U+3E32>t necessarily spoil good things make unimportant<U+393C><U+3E34>","good","ADJ","Personality",728,NA,"CNN"
"8411","doc1955","good things don<U+393C><U+3E32>t always soften bad things vice versa bad things don<U+393C><U+3E32>t necessarily spoil good things make unimportant<U+393C><U+3E34>","good","ADJ","Personality",728,NA,"CNN"
"8417","doc1956","wrigley media group bring story much well just show youproduction studios fl ky stay inspiredufaufacufa","media","NOUN","Profession",631,NA,"CNN"
"8455","doc1959","computer geek","computer","NOUN","Profession",1130,NA,"CNN"
"8459","doc1960","teacher lifelong learner thinker listener writer person still dealing voted kindest boy th grade class thoughts giveear","teacher","DET","Profession",776,NA,"CNN"
"8464","doc1960","teacher lifelong learner thinker listener writer person still dealing voted kindest boy th grade class thoughts giveear","writer","NOUN","Profession",776,NA,"CNN"
"8480","doc1962","information technology partner located surabaya indonesia build offshore team service hire top professional according customer needs","information","NOUN","Profession",564,NA,"CNN"
"8481","doc1962","information technology partner located surabaya indonesia build offshore team service hire top professional according customer needs","technology","NOUN","Profession",564,NA,"CNN"
"8489","doc1962","information technology partner located surabaya indonesia build offshore team service hire top professional according customer needs","service","NOUN","Profession",564,NA,"CNN"
"8492","doc1962","information technology partner located surabaya indonesia build offshore team service hire top professional according customer needs","professional","ADJ","Profession",564,NA,"CNN"
"8510","doc1964","happiness beautiful intelligent smart actress","intelligent","ADJ","Personality",1234,NA,"CNN"
"8511","doc1964","happiness beautiful intelligent smart actress","smart","ADJ","Personality",1234,NA,"CNN"
"8514","doc1965","fashion illustrator designer fine artist writer natural strawberry blond website contact info","illustrator","NOUN","Profession",477,NA,"CNN"
"8515","doc1965","fashion illustrator designer fine artist writer natural strawberry blond website contact info","designer","NOUN","Profession",477,NA,"CNN"
"8517","doc1965","fashion illustrator designer fine artist writer natural strawberry blond website contact info","artist","NOUN","Profession",477,NA,"CNN"
"8518","doc1965","fashion illustrator designer fine artist writer natural strawberry blond website contact info","writer","NOUN","Profession",477,NA,"CNN"
"8528","doc1966","probably somewhere listening piano music sipping dirty sprite hammock","piano","NOUN","Hobbies",272,NA,"CNN"
"8529","doc1966","probably somewhere listening piano music sipping dirty sprite hammock","music","NOUN","Hobbies",272,NA,"CNN"
"8538","doc1968","designer partner studioneptunn avid fan arsenal","designer","NOUN","Profession",538,NA,"CNN"
"8547","doc1969","blockchainpowered marketplace personbased data","data","NOUN","Profession",685,NA,"CNN"
"8567","doc1971","love football politics","football","NOUN","Hobbies",343,NA,"CNN"
"8568","doc1971","love football politics","politics","NOUN","Hobbies",343,NA,"CNN"
"8572","doc1972","m huge wrestling fan lets go pacers roblox account itsbayleylol love ski","wrestling","VERB","Hobbies",1087,NA,"CNN"
"8578","doc1972","m huge wrestling fan lets go pacers roblox account itsbayleylol love ski","account","NOUN","Profession",1087,NA,"CNN"
"8592","doc1974","calm easy going","calm","ADJ","Personality",644,NA,"CNN"
"8595","doc1975","writer musician performer art lover","writer","NOUN","Profession",501,NA,"CNN"
"8596","doc1975","writer musician performer art lover","musician","NOUN","Profession",501,NA,"CNN"
"8604","doc1976","branding positioning messaging master artist mom sr director global marketing falconstor software datamastery tweets","artist","NOUN","Profession",397,NA,"CNN"
"8607","doc1976","branding positioning messaging master artist mom sr director global marketing falconstor software datamastery tweets","director","NOUN","Profession",397,NA,"CNN"
"8609","doc1976","branding positioning messaging master artist mom sr director global marketing falconstor software datamastery tweets","marketing","NOUN","Profession",397,NA,"CNN"
"8611","doc1976","branding positioning messaging master artist mom sr director global marketing falconstor software datamastery tweets","software","NOUN","Profession",397,NA,"CNN"
"8669","doc1983","suuuduae upusuddnuff ufdufbufaufufef media student texas university san antonio","media","NOUN","Profession",326,NA,"CNN"
"8670","doc1983","suuuduae upusuddnuff ufdufbufaufufef media student texas university san antonio","student","NOUN","Profession",326,NA,"CNN"
"8672","doc1983","suuuduae upusuddnuff ufdufbufaufufef media student texas university san antonio","university","NOUN","Profession",326,NA,"CNN"
"8676","doc1984","tinkering technology passion engineering infrastructure aws profession","technology","NOUN","Profession",777,NA,"CNN"
"8678","doc1984","tinkering technology passion engineering infrastructure aws profession","engineering","VERB","Profession",777,NA,"CNN"
"8686","doc1985","ubufef da baddest chickuff modern fairytale ufa","modern","ADJ","Hobbies",405,NA,"CNN"
"8696","doc1986","tracie chick whos short point sorta like twitter producer cook eater drinker","twitter","NOUN","Organization",279,NA,"CNN"
"8697","doc1986","tracie chick whos short point sorta like twitter producer cook eater drinker","producer","NOUN","Profession",279,NA,"CNN"
"8703","doc1987","drummerbeat makerand musician swagufuf link anytime u need services","musician","NOUN","Profession",272,NA,"CNN"
"8710","doc1988","nurse mom foodie health advocate love thy self thy best self","nurse","NOUN","Profession",531,NA,"CNN"
"8712","doc1988","nurse mom foodie health advocate love thy self thy best self","foodie","NOUN","Personality",531,NA,"CNN"
"8714","doc1988","nurse mom foodie health advocate love thy self thy best self","advocate","NOUN","Profession",531,NA,"CNN"
"8761","doc1993","environmental community advocate mom npr junkie","environmental","ADJ","Profession",434,NA,"CNN"
"8762","doc1993","environmental community advocate mom npr junkie","community","NOUN","Profession",434,NA,"CNN"
"8763","doc1993","environmental community advocate mom npr junkie","advocate","NOUN","Profession",434,NA,"CNN"
"8773","doc1995","media practitioner bureau member unescos ipdc council poet human rights defender new book ten conversations albanians","media","NOUN","Profession",255,NA,"CNN"
"8774","doc1995","media practitioner bureau member unescos ipdc council poet human rights defender new book ten conversations albanians","practitioner","NOUN","Profession",255,NA,"CNN"
"8780","doc1995","media practitioner bureau member unescos ipdc council poet human rights defender new book ten conversations albanians","poet","NOUN","Profession",255,NA,"CNN"
"8795","doc1997","prince waikiki hotel modern luxury stellar hospitality breathtaking views heart vibrant honolulu","modern","ADJ","Hobbies",1205,NA,"CNN"
"8812","doc1998","stylish lightweight sunglasses head display handle calls messages social web take picturesvideos etc head hands free","social","ADJ","Profession",1122,NA,"CNN"
"8813","doc1998","stylish lightweight sunglasses head display handle calls messages social web take picturesvideos etc head hands free","web","NOUN","Profession",1122,NA,"CNN"
"8820","doc1999","writer wanderer londoner ufe","writer","NOUN","Profession",418,NA,"CNN"
"8828","doc2","fav youtuber moesargi fav music artist pink fav band sos favourite author sarah j maas im book hoarder enjoy nerd uf","music","NOUN","Hobbies",730,NA,"CNN"
"8829","doc2","fav youtuber moesargi fav music artist pink fav band sos favourite author sarah j maas im book hoarder enjoy nerd uf","artist","NOUN","Profession",730,NA,"CNN"
"8835","doc2","fav youtuber moesargi fav music artist pink fav band sos favourite author sarah j maas im book hoarder enjoy nerd uf","author","NOUN","Profession",730,NA,"CNN"
"8846","doc20","australian army liner","army","NOUN","Profession",254,NA,"CNN"
"8854","doc200","im geometry dash girlgamer loves playing games fortnite makes cringes face person hacked demon stats btw beat bassufufd","games","NOUN","Hobbies",402,NA,"CNN"
"8875","doc2000","masters f sculler rowing ireland board member novice para coach returning kayak paddler gardener retired power plant engineer warm water scuba diver","coach","NOUN","Profession",302,NA,"CNN"
"8883","doc2000","masters f sculler rowing ireland board member novice para coach returning kayak paddler gardener retired power plant engineer warm water scuba diver","engineer","NOUN","Profession",302,NA,"CNN"
"8888","doc2001","musician part time comedian killer beat song writer motivation speaker actress presenter cooperate mc","musician","ADJ","Profession",1003,NA,"CNN"
"8895","doc2001","musician part time comedian killer beat song writer motivation speaker actress presenter cooperate mc","writer","NOUN","Profession",1003,NA,"CNN"
"8899","doc2001","musician part time comedian killer beat song writer motivation speaker actress presenter cooperate mc","presenter","NOUN","Profession",1003,NA,"CNN"
"8938","doc2004","aspiring live life like dan bilzerian yeezy shake n bake golf lifeshs grad gogrizzz traegergrills enthusiast truetotheblue gocougs","golf","NOUN","Hobbies",1625,NA,"CNN"
"8952","doc2007","graduate business management accounting finance information communication technology ict uganda naiec campus presently corper","business","NOUN","Profession",311,NA,"CNN"
"8953","doc2007","graduate business management accounting finance information communication technology ict uganda naiec campus presently corper","management","NOUN","Profession",311,NA,"CNN"
"8954","doc2007","graduate business management accounting finance information communication technology ict uganda naiec campus presently corper","accounting","NOUN","Profession",311,NA,"CNN"
"8955","doc2007","graduate business management accounting finance information communication technology ict uganda naiec campus presently corper","finance","NOUN","Profession",311,NA,"CNN"
"8956","doc2007","graduate business management accounting finance information communication technology ict uganda naiec campus presently corper","information","NOUN","Profession",311,NA,"CNN"
"8958","doc2007","graduate business management accounting finance information communication technology ict uganda naiec campus presently corper","technology","NOUN","Profession",311,NA,"CNN"
"8975","doc2009","njvian media student social media activist","media","NOUN","Profession",1925,NA,"CNN"
"8976","doc2009","njvian media student social media activist","student","NOUN","Profession",1925,NA,"CNN"
"8977","doc2009","njvian media student social media activist","social","ADJ","Profession",1925,NA,"CNN"
"8978","doc2009","njvian media student social media activist","media","NOUN","Profession",1925,NA,"CNN"
"8979","doc2009","njvian media student social media activist","activist","NOUN","Profession",1925,NA,"CNN"
"8981","doc201","news producer newswtsp wvu grad maryland uaufef florida letsgocaps","producer","NOUN","Profession",413,NA,"CNN"
"8990","doc2010","artistic athlete","athlete","NOUN","Profession",307,NA,"CNN"
"9026","doc2014","love hatred none ahmadi muslim islam ahmadiyyat uu uuuc uuuuuuuc uuduuf uuuu uuuuc","islam","NOUN","Religion",552,NA,"CNN"
"9038","doc2016","medical doctor love jesus","medical","ADJ","Profession",1608,NA,"CNN"
"9039","doc2016","medical doctor love jesus","doctor","NOUN","Profession",1608,NA,"CNN"
"9041","doc2016","medical doctor love jesus","jesus","NOUN","Religion",1608,NA,"CNN"
"9042","doc2017","loving life","loving","ADJ","Personality",1367,NA,"CNN"
"9054","doc202","successful businesswoman ceo zipcoin exchange technology future cryptocurrency blockchain eos ico exchange zip education awareness","technology","NOUN","Profession",1056,NA,"CNN"
"9062","doc202","successful businesswoman ceo zipcoin exchange technology future cryptocurrency blockchain eos ico exchange zip education awareness","education","NOUN","Profession",1056,NA,"CNN"
"9072","doc2021","wife mother two adorable girls mediator parent educator","parent","NOUN","Personality",327,NA,"CNN"
"9086","doc2024","th u art ufbc photography uff poetry music ufb skateboarding uff hikingrockclimbing ufduduufef workaholicufb astral ufpvincptionufa","photography","NOUN","Hobbies",583,NA,"CNN"
"9089","doc2024","th u art ufbc photography uff poetry music ufb skateboarding uff hikingrockclimbing ufduduufef workaholicufb astral ufpvincptionufa","music","NOUN","Hobbies",583,NA,"CNN"
"9091","doc2024","th u art ufbc photography uff poetry music ufb skateboarding uff hikingrockclimbing ufduduufef workaholicufb astral ufpvincptionufa","skateboarding","VERB","Hobbies",583,NA,"CNN"
"9107","doc2026","games nba nfl hiphoprap celebrity celebrity gamers","games","NOUN","Hobbies",290,NA,"CNN"
"9117","doc2027","youth activities peace analyst","analyst","NOUN","Profession",369,NA,"CNN"
"9130","doc2029","proud liberal nurse midwife hate trumper","proud","ADJ","Personality",1153,NA,"CNN"
"9132","doc2029","proud liberal nurse midwife hate trumper","nurse","NOUN","Profession",1153,NA,"CNN"
"9133","doc2029","proud liberal nurse midwife hate trumper","midwife","NOUN","Profession",1153,NA,"CNN"
"9140","doc2030","nvr lie someone trust u nvr trust someone lies u","nvr","ADJ","Organization",1069,NA,"CNN"
"9145","doc2030","nvr lie someone trust u nvr trust someone lies u","nvr","ADP","Organization",1069,NA,"CNN"
"9154","doc2031","midnight whiskey bluesrock band orange county ca","orange","ADJ","Organization",366,NA,"CNN"
"9156","doc2031","midnight whiskey bluesrock band orange county ca","ca","NOUN","Organization",366,NA,"CNN"
"9159","doc2032","crypto forex trader","trader","NOUN","Profession",313,NA,"CNN"
"9163","doc2033","just trying survive happy","happy","NOUN","Personality",383,NA,"CNN"
"9188","doc2038","major politics peace security developmental studies rugby player","politics","NOUN","Hobbies",715,NA,"CNN"
"9190","doc2038","major politics peace security developmental studies rugby player","security","NOUN","Profession",715,NA,"CNN"
"9193","doc2038","major politics peace security developmental studies rugby player","rugby","ADP","Hobbies",715,NA,"CNN"
"9211","doc204","dont ask upto keep checking tweet writer peace creator interior designer creative headshreya designsexbankeraspiring ca","writer","NOUN","Profession",486,NA,"CNN"
"9215","doc204","dont ask upto keep checking tweet writer peace creator interior designer creative headshreya designsexbankeraspiring ca","designer","NOUN","Profession",486,NA,"CNN"
"9216","doc204","dont ask upto keep checking tweet writer peace creator interior designer creative headshreya designsexbankeraspiring ca","creative","ADJ","Personality",486,NA,"CNN"
"9219","doc204","dont ask upto keep checking tweet writer peace creator interior designer creative headshreya designsexbankeraspiring ca","ca","NOUN","Organization",486,NA,"CNN"
"9222","doc2041","singer love music literature student","singer","ADJ","Profession",308,NA,"CNN"
"9224","doc2041","singer love music literature student","music","NOUN","Hobbies",308,NA,"CNN"
"9226","doc2041","singer love music literature student","student","NOUN","Profession",308,NA,"CNN"
"9244","doc2044","name iliya friends call mnas im simple everyone around like good relation everyone related","good","ADJ","Personality",451,NA,"CNN"
"9263","doc2047","social media influential uf blogger","social","ADJ","Profession",344,NA,"CNN"
"9264","doc2047","social media influential uf blogger","media","NOUN","Profession",344,NA,"CNN"
"9269","doc2049","computer technology","computer","NOUN","Profession",624,NA,"CNN"
"9270","doc2049","computer technology","technology","NOUN","Profession",624,NA,"CNN"
"9271","doc205","chairman gpms selangor proud malaysian uffuffe <U+393C><U+3E33>truth will always prevail<U+393C><U+3E34>","chairman","NOUN","Profession",874,NA,"CNN"
"9274","doc205","chairman gpms selangor proud malaysian uffuffe <U+393C><U+3E33>truth will always prevail<U+393C><U+3E34>","proud","ADJ","Personality",874,NA,"CNN"
"9289","doc2051","support troops wout conditions suicide prevention inspiring volunteers thanks freedoms healingcaninesbill sharedhumanity c charity","support","VERB","Profession",12229,"Etats-Unis","CNN"
"9302","doc2051","support troops wout conditions suicide prevention inspiring volunteers thanks freedoms healingcaninesbill sharedhumanity c charity","charity","NOUN","Hobbies",12229,"Etats-Unis","CNN"
"9310","doc2052","personality makes special peaceful live learn online entrepreneur hospitality management","entrepreneur","NUM","Profession",911,NA,"CNN"
"9312","doc2052","personality makes special peaceful live learn online entrepreneur hospitality management","management","NOUN","Profession",911,NA,"CNN"
"9318","doc2053","ubufef slovenian uffufee danish ufeuff sports ufcubeufefufcubdufefufc family ufudufudufuduf gaming ufae fooood ufufufufeufufufduflife marathon ufcuffduduufef live one day time uffuffc","sports","NOUN","Hobbies",372,NA,"CNN"
"9335","doc2054","just masterpiece learning master peace","learning","VERB","Profession",284,NA,"CNN"
"9338","doc2055","producer writer artist mixer im deadzone eastside detroit trying improve quality life","producer","NOUN","Profession",817,NA,"CNN"
"9339","doc2055","producer writer artist mixer im deadzone eastside detroit trying improve quality life","writer","NOUN","Profession",817,NA,"CNN"
"9340","doc2055","producer writer artist mixer im deadzone eastside detroit trying improve quality life","artist","NOUN","Profession",817,NA,"CNN"
"9348","doc2055","producer writer artist mixer im deadzone eastside detroit trying improve quality life","quality","NOUN","Profession",817,NA,"CNN"
"9363","doc2057","inspirational motivational army officer father ceo believe giving best enjoy staying fit learning muscle cars happiness life","army","NOUN","Profession",555,NA,"CNN"
"9364","doc2057","inspirational motivational army officer father ceo believe giving best enjoy staying fit learning muscle cars happiness life","officer","NOUN","Profession",555,NA,"CNN"
"9373","doc2057","inspirational motivational army officer father ceo believe giving best enjoy staying fit learning muscle cars happiness life","learning","VERB","Profession",555,NA,"CNN"
"9389","doc2060","poet long poor child kenya food also poor","poet","VERB","Profession",390,NA,"CNN"
"9394","doc2060","poet long poor child kenya food also poor","food","NOUN","Profession",390,NA,"CNN"
"9404","doc2061","reddangelicloudcom go check right now instagram link funny booking features","funny","ADJ","Personality",1462,NA,"CNN"
"9413","doc2062","peace reward important thing enjoy life happy mattersuf love paulo coelho","happy","ADJ","Personality",585,NA,"CNN"
"9419","doc2063","envam conservation fellow middlebury grad","conservation","NOUN","Profession",374,NA,"CNN"
"9425","doc2064","help grow twitter account quicklyso can enjoy virtual life friends get usukcanada others nation friends","twitter","NOUN","Organization",459,NA,"CNN"
"9426","doc2064","help grow twitter account quicklyso can enjoy virtual life friends get usukcanada others nation friends","account","NOUN","Profession",459,NA,"CNN"
"9442","doc2065","principal engineerestimator miningcivil global mining cost analyst","mining","NOUN","Profession",375,NA,"CNN"
"9444","doc2065","principal engineerestimator miningcivil global mining cost analyst","analyst","NOUN","Profession",375,NA,"CNN"
"9460","doc2067","contrarian curmudgeon entp motto laissez faire laissez passer influenced sun tzu da vinci machiavelli darwin skinner mises hayek thomas szasz","vinci","NOUN","Organization",5061,NA,"CNN"
"9530","doc2074","sr manager sales training wewontstop ufareyouwithus uf designeddeliver","manager","NOUN","Profession",1496,NA,"CNN"
"9531","doc2074","sr manager sales training wewontstop ufareyouwithus uf designeddeliver","sales","NOUN","Profession",1496,NA,"CNN"
"9532","doc2074","sr manager sales training wewontstop ufareyouwithus uf designeddeliver","training","VERB","Profession",1496,NA,"CNN"
"9540","doc2075","easy get along friendly loving","friendly","ADJ","Personality",2209,NA,"CNN"
"9541","doc2075","easy get along friendly loving","loving","NOUN","Personality",2209,NA,"CNN"
"9543","doc2076","writterjournalist social worker atpo malkangiri odisha india govt high school nuapadaganjamodisha india","social","ADJ","Profession",590,NA,"CNN"
"9544","doc2076","writterjournalist social worker atpo malkangiri odisha india govt high school nuapadaganjamodisha india","worker","NOUN","Profession",590,NA,"CNN"
"9551","doc2076","writterjournalist social worker atpo malkangiri odisha india govt high school nuapadaganjamodisha india","school","NOUN","Profession",590,NA,"CNN"
"9597","doc2082","love wrestling fan years video games add xbox live angrykwyjibo","wrestling","VERB","Hobbies",338,NA,"CNN"
"9600","doc2082","love wrestling fan years video games add xbox live angrykwyjibo","video","NOUN","Profession",338,NA,"CNN"
"9601","doc2082","love wrestling fan years video games add xbox live angrykwyjibo","games","NOUN","Hobbies",338,NA,"CNN"
"9609","doc2083","bull gatorfinish strong sports medicine passions","sports","NOUN","Hobbies",293,NA,"CNN"
"9645","doc209","digital advertiser braves fan relocated texas loving lone star state","loving","ADJ","Personality",702,NA,"CNN"
"9651","doc2090","wll fuck good thing u let m","good","ADJ","Personality",260,NA,"CNN"
"9713","doc2097","samson mbunyi laikipia university student biochemist born clinging old rugged cross first saw light burdens rolled away","university","NOUN","Profession",372,"Kenya","CNN"
"9714","doc2097","samson mbunyi laikipia university student biochemist born clinging old rugged cross first saw light burdens rolled away","student","NOUN","Profession",372,"Kenya","CNN"
"9715","doc2097","samson mbunyi laikipia university student biochemist born clinging old rugged cross first saw light burdens rolled away","biochemist","NOUN","Profession",372,"Kenya","CNN"
"9750","doc210","husband beautiful wife carrie proud father divided house fsu ufc uf fan michigan ufc eagles resistance","proud","ADJ","Personality",669,NA,"CNN"
"9766","doc2101","good goose also good gander wwwaneleconetgmailcom","good","ADJ","Personality",496,NA,"CNN"
"9769","doc2101","good goose also good gander wwwaneleconetgmailcom","good","ADJ","Personality",496,NA,"CNN"
"9772","doc2102","creative professional recording arts legal studies business admin problack hip hop httpstconijdcolkn","creative","ADJ","Personality",802,NA,"CNN"
"9773","doc2102","creative professional recording arts legal studies business admin problack hip hop httpstconijdcolkn","professional","ADJ","Profession",802,NA,"CNN"
"9775","doc2102","creative professional recording arts legal studies business admin problack hip hop httpstconijdcolkn","arts","NOUN","Hobbies",802,NA,"CNN"
"9776","doc2102","creative professional recording arts legal studies business admin problack hip hop httpstconijdcolkn","legal","ADJ","Profession",802,NA,"CNN"
"9778","doc2102","creative professional recording arts legal studies business admin problack hip hop httpstconijdcolkn","business","NOUN","Profession",802,NA,"CNN"
"9785","doc2103","youngeducatedsmart funny brokeufuff","funny","ADJ","Personality",436,NA,"CNN"
"9787","doc2104","medical student bangladesh blood group positive","medical","ADJ","Profession",776,"Bangladesh","CNN"
"9788","doc2104","medical student bangladesh blood group positive","student","NOUN","Profession",776,"Bangladesh","CNN"
"9831","doc2108","student international developmentcurrently serving united states peace corps eswatini youth development sector uffuffuffauff","student","NOUN","Profession",283,NA,"CNN"
"9841","doc2108","student international developmentcurrently serving united states peace corps eswatini youth development sector uffuffuffauff","development","NOUN","Profession",283,NA,"CNN"
"9844","doc2109","student insurance inc specializes insurance colleges k students","student","NOUN","Profession",465,NA,"CNN"
"9845","doc2109","student insurance inc specializes insurance colleges k students","insurance","NOUN","Profession",465,NA,"CNN"
"9848","doc2109","student insurance inc specializes insurance colleges k students","insurance","NOUN","Profession",465,NA,"CNN"
"9864","doc2113","field officer ministry feadral education ptt govt pakistan","field","NOUN","Profession",438,"Pakistan","CNN"
"9865","doc2113","field officer ministry feadral education ptt govt pakistan","officer","NOUN","Profession",438,"Pakistan","CNN"
"9868","doc2113","field officer ministry feadral education ptt govt pakistan","education","NOUN","Profession",438,"Pakistan","CNN"
"9882","doc2115","c profit organization make films videos fight social justice","social","ADJ","Profession",1721,NA,"CNN"
"9888","doc2117","lobbyistgovernment affairs professional linebarger goggan blair sampson llp opinions","affairs","NOUN","Profession",957,NA,"CNN"
"9889","doc2117","lobbyistgovernment affairs professional linebarger goggan blair sampson llp opinions","professional","ADV","Profession",957,NA,"CNN"
"9899","doc2118","freelance craftsman contractor entrepreneur sauna enthusiast seip llc httpstcowxhgfjhj","entrepreneur","NOUN","Profession",599,NA,"CNN"
"9907","doc2119","german filmmaker activist walked paris berlin raise awareness refugee children can buy vw bus accompanied ebay","activist","NOUN","Profession",20867,NA,"CNN"
"9920","doc2119","german filmmaker activist walked paris berlin raise awareness refugee children can buy vw bus accompanied ebay","ebay","PROPN","Organization",20867,NA,"CNN"
"9940","doc2122","griez magic eyes","magic","NOUN","Hobbies",388,NA,"CNN"
"9942","doc2123","wrestling words laundry author crown phoenix steampunk series httptcotzfdrwthiq scbwi","wrestling","VERB","Hobbies",14892,NA,"CNN"
"9945","doc2123","wrestling words laundry author crown phoenix steampunk series httptcotzfdrwthiq scbwi","author","NOUN","Profession",14892,NA,"CNN"
"9956","doc2125","aspiring doctor football enthusiast social media addictbarcelonas loyal fun dm ill tell rest","doctor","NOUN","Profession",588,NA,"CNN"
"9957","doc2125","aspiring doctor football enthusiast social media addictbarcelonas loyal fun dm ill tell rest","football","NOUN","Hobbies",588,NA,"CNN"
"9959","doc2125","aspiring doctor football enthusiast social media addictbarcelonas loyal fun dm ill tell rest","social","ADJ","Profession",588,NA,"CNN"
"9960","doc2125","aspiring doctor football enthusiast social media addictbarcelonas loyal fun dm ill tell rest","media","NOUN","Profession",588,NA,"CNN"
"9962","doc2125","aspiring doctor football enthusiast social media addictbarcelonas loyal fun dm ill tell rest","loyal","ADJ","Personality",588,NA,"CNN"
"9968","doc2126","music calms mind just antidote","music","NOUN","Hobbies",267,NA,"CNN"
"9974","doc2127","longtime musician veteran gamer fulltime pursuer dreams","musician","NOUN","Profession",544,NA,"CNN"
"9989","doc2128","iam different il l know worth il lam believer christ jesus ll straight forward ll look will find ll realtshepisouufef","christ","NOUN","Religion",454,NA,"CNN"
"9990","doc2128","iam different il l know worth il lam believer christ jesus ll straight forward ll look will find ll realtshepisouufef","jesus","NOUN","Religion",454,NA,"CNN"
"10016","doc2130","parliamentary assistant stuartmcdonald thesnp immigration spokesperson glasgowlondon views","assistant","NOUN","Profession",664,NA,"CNN"
"10019","doc2130","parliamentary assistant stuartmcdonald thesnp immigration spokesperson glasgowlondon views","immigration","NOUN","Profession",664,NA,"CNN"
"10026","doc2131","im full stack web developer upwork fiverr","web","NOUN","Profession",1451,NA,"CNN"
"10027","doc2131","im full stack web developer upwork fiverr","developer","NOUN","Profession",1451,NA,"CNN"
"10046","doc2133","thought leader elections democracy governance ceo emcaafrica elections management consulting agency africa facebook linkedin","management","NOUN","Profession",802,NA,"CNN"
"10050","doc2133","thought leader elections democracy governance ceo emcaafrica elections management consulting agency africa facebook linkedin","facebook","NOUN","Organization",802,NA,"CNN"
"10079","doc2134","r e s t o r e r e p u r p o s e r e u s e one girls trash another girls new project","project","NOUN","Profession",341,NA,"CNN"
"10084","doc2137","play magic gathering love wrestling family friends best","magic","NOUN","Hobbies",1329,NA,"CNN"
"10087","doc2137","play magic gathering love wrestling family friends best","wrestling","VERB","Hobbies",1329,NA,"CNN"
"10091","doc2138","proud african tangible vision aiming high hand work","proud","ADJ","Personality",1107,"Ghana","CNN"
